horizon,latent_error_reduction_percent,output_kl_reduction_percent,top1_change_percentage_points
1,1.692526694238152,1.3481518713054483,-0.4999995231628418
2,0.6465523694543904,2.076599125209309,-0.4999995231628418
4,3.250545723082358,4.847479055979168,2.000001072883606
8,3.3625682254745053,7.1137604505534,2.000001072883606
16,9.508049745956141,17.59321596195377,3.2499998807907104
32,13.292723509882894,37.83541622401216,12.50000149011612
