model,domain,gamma,prompt_index,cluster_id,trial_index,trial_seed,acceptance_rate_pos2plus,mean_accepted_prefix,mean_accepted_beyond_first,emitted_tokens_per_round,rounds_per_100_tokens,verification_rounds,position_1_survival,decode_seconds
H8,TinyStories validation,2,2,2,0,2062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.11054551899997023
H8,TinyStories validation,2,2,2,1,102062,0.5384615384615384,1.4615384615384615,0.5384615384615384,2.4615384615384617,40.625,13.0,0.9230769230769231,0.1187065320000329
H8,TinyStories validation,2,2,2,2,202062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.10959255399939138
H8,TinyStories validation,2,2,2,3,302062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11030685900004755
H8,TinyStories validation,2,3,3,0,3062,0.5384615384615384,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.12031953199948475
H8,TinyStories validation,2,3,3,1,103062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.11122538000017812
H8,TinyStories validation,2,3,3,2,203062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11025779700048588
H8,TinyStories validation,2,3,3,3,303062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.10957994999989751
H8,TinyStories validation,2,4,4,0,4062,0.9090909090909091,1.9090909090909092,0.9090909090909091,2.909090909090909,34.375,11.0,1.0,0.100581542999862
H8,TinyStories validation,2,4,4,1,104062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.11015547299939499
H8,TinyStories validation,2,4,4,2,204062,0.5833333333333334,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.11907539399999223
H8,TinyStories validation,2,4,4,3,304062,0.46153846153846156,1.4615384615384615,0.46153846153846156,2.4615384615384617,40.625,13.0,1.0,0.11956809499952215
H8,TinyStories validation,2,5,5,0,5062,0.5833333333333334,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.11858725199999753
H8,TinyStories validation,2,5,5,1,105062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.11095338799987076
H8,TinyStories validation,2,5,5,2,205062,0.5833333333333334,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.1182762090002143
H8,TinyStories validation,2,5,5,3,305062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.11292569899978844
H8,TinyStories validation,2,6,6,0,6062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11073369099995034
H8,TinyStories validation,2,6,6,1,106062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10984474900033092
H8,TinyStories validation,2,6,6,2,206062,0.6666666666666666,1.5384615384615385,0.6153846153846154,2.4615384615384617,40.625,13.0,0.9230769230769231,0.11996832100066968
H8,TinyStories validation,2,6,6,3,306062,0.5384615384615384,1.4615384615384615,0.5384615384615384,2.4615384615384617,40.625,13.0,0.9230769230769231,0.12046059299973422
H8,TinyStories validation,2,7,7,0,7062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.1084697940004844
H8,TinyStories validation,2,7,7,1,107062,0.5833333333333334,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.11864257200068096
H8,TinyStories validation,2,7,7,2,207062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.110783217000062
H8,TinyStories validation,2,7,7,3,307062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.1098695279997628
H8,TinyStories validation,2,8,8,0,8062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11227124499964702
H8,TinyStories validation,2,8,8,1,108062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10909394400005112
H8,TinyStories validation,2,8,8,2,208062,0.5384615384615384,1.4615384615384615,0.5384615384615384,2.4615384615384617,40.625,13.0,0.9230769230769231,0.12031008299982204
H8,TinyStories validation,2,8,8,3,308062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.11112750299980689
H8,TinyStories validation,2,9,9,0,9062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10902960000021267
H8,TinyStories validation,2,9,9,1,109062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10965199099973688
H8,TinyStories validation,2,9,9,2,209062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.1098802809992776
H8,TinyStories validation,2,9,9,3,309062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10914715899980365
H8,TinyStories validation,2,10,10,0,10062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10912809599994944
H8,TinyStories validation,2,10,10,1,110062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.1132256459995915
H8,TinyStories validation,2,10,10,2,210062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10838574199988216
H8,TinyStories validation,2,10,10,3,310062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10928675699960877
H8,TinyStories validation,2,11,11,0,11062,0.5833333333333334,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.11838326599990978
H8,TinyStories validation,2,11,11,1,111062,0.5833333333333334,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.11974412300060067
H8,TinyStories validation,2,11,11,2,211062,0.46153846153846156,1.3571428571428572,0.42857142857142855,2.2857142857142856,43.75,14.0,0.9285714285714286,0.12763250999978482
H8,TinyStories validation,2,11,11,3,311062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10880038300001615
H8,TinyStories validation,2,12,12,0,12062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11102150999977312
H8,TinyStories validation,2,12,12,1,112062,1.0,2.0,1.0,2.909090909090909,34.375,11.0,1.0,0.10010773399972095
H8,TinyStories validation,2,12,12,2,212062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11073088600005576
H8,TinyStories validation,2,12,12,3,312062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.1098431359996539
H8,TinyStories validation,2,13,13,0,13062,0.5833333333333334,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.11890361299992946
H8,TinyStories validation,2,13,13,1,113062,0.46153846153846156,1.4615384615384615,0.46153846153846156,2.4615384615384617,40.625,13.0,1.0,0.11969903000044724
H8,TinyStories validation,2,13,13,2,213062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.11152523300006578
H8,TinyStories validation,2,13,13,3,313062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11000065699954575
H8,TinyStories validation,2,14,14,0,14062,0.5384615384615384,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.11957683400032693
H8,TinyStories validation,2,14,14,1,114062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10974400599934597
H8,TinyStories validation,2,14,14,2,214062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.1125914570002351
H8,TinyStories validation,2,14,14,3,314062,0.5833333333333334,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.11885577300017758
H8,TinyStories validation,2,15,15,0,15062,0.5833333333333334,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.11910345899923414
H8,TinyStories validation,2,15,15,1,115062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.1126187560003018
H8,TinyStories validation,2,15,15,2,215062,0.9090909090909091,1.9090909090909092,0.9090909090909091,2.909090909090909,34.375,11.0,1.0,0.10125577500002692
H8,TinyStories validation,2,15,15,3,315062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11009033400023327
H8,TinyStories validation,2,16,16,0,16062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10847612199995638
H8,TinyStories validation,2,16,16,1,116062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.1088436059999367
H8,TinyStories validation,2,16,16,2,216062,0.9090909090909091,1.9090909090909092,0.9090909090909091,2.909090909090909,34.375,11.0,1.0,0.1021268249996865
H8,TinyStories validation,2,16,16,3,316062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.11355443200045556
H8,TinyStories validation,2,17,17,0,17062,0.5833333333333334,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.11880476999976963
H8,TinyStories validation,2,17,17,1,117062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10853622799913865
H8,TinyStories validation,2,17,17,2,217062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10945943100068689
H8,TinyStories validation,2,17,17,3,317062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11316639300002862
H8,TinyStories validation,2,18,18,0,18062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.11176238400003058
H8,TinyStories validation,2,18,18,1,118062,0.5384615384615384,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.11988695499985624
H8,TinyStories validation,2,18,18,2,218062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11288719999993191
H8,TinyStories validation,2,18,18,3,318062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.11214569799994933
H8,TinyStories validation,2,19,19,0,19062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.1108578959992883
H8,TinyStories validation,2,19,19,1,119062,0.5833333333333334,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.11763304099986271
H8,TinyStories validation,2,19,19,2,219062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10902192599951377
H8,TinyStories validation,2,19,19,3,319062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10944365700015624
H8,TinyStories validation,2,20,20,0,20062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11172263699972973
H8,TinyStories validation,2,20,20,1,120062,0.5833333333333334,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.12169868700038933
H8,TinyStories validation,2,20,20,2,220062,0.5384615384615384,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.12238028599949757
H8,TinyStories validation,2,20,20,3,320062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.11263481999958458
H8,TinyStories validation,2,21,21,0,21062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11027593800008617
H8,TinyStories validation,2,21,21,1,121062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.11719769499995891
H8,TinyStories validation,2,21,21,2,221062,0.46153846153846156,1.4615384615384615,0.46153846153846156,2.4615384615384617,40.625,13.0,1.0,0.12004451600023458
H8,TinyStories validation,2,21,21,3,321062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.10982366099960927
H8,TinyStories validation,2,22,22,0,22062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.11034470799950213
H8,TinyStories validation,2,22,22,1,122062,0.9090909090909091,1.9090909090909092,0.9090909090909091,2.909090909090909,34.375,11.0,1.0,0.10090470600061963
H8,TinyStories validation,2,22,22,2,222062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10871769599998515
H8,TinyStories validation,2,22,22,3,322062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.10980074399958539
H8,TinyStories validation,2,23,23,0,23062,1.0,2.0,1.0,2.909090909090909,34.375,11.0,1.0,0.10086979999960022
H8,TinyStories validation,2,23,23,1,123062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.11131538700010424
H8,TinyStories validation,2,23,23,2,223062,0.9090909090909091,1.9090909090909092,0.9090909090909091,2.909090909090909,34.375,11.0,1.0,0.10283759199955966
H8,TinyStories validation,2,23,23,3,323062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.10941265099972952
H8,TinyStories validation,2,24,24,0,24062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11075803600033396
H8,TinyStories validation,2,24,24,1,124062,0.5833333333333334,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.11778164400038804
H8,TinyStories validation,2,24,24,2,224062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.1088858490002167
H8,TinyStories validation,2,24,24,3,324062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11084626899992145
H8,TinyStories validation,2,25,25,0,25062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11034077100066497
H8,TinyStories validation,2,25,25,1,125062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10867679799957841
H8,TinyStories validation,2,25,25,2,225062,0.5833333333333334,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.11816486599946074
H8,TinyStories validation,2,25,25,3,325062,0.5384615384615384,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.12089337799989153
H8,TinyStories validation,2,26,26,0,26062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10865195299993502
H8,TinyStories validation,2,26,26,1,126062,0.5833333333333334,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.11768355200001679
H8,TinyStories validation,2,26,26,2,226062,0.38461538461538464,1.3571428571428572,0.35714285714285715,2.2857142857142856,43.75,14.0,1.0,0.12761569899976166
H8,TinyStories validation,2,26,26,3,326062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.10950522899929638
H8,TinyStories validation,2,27,27,0,27062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11229791599998862
H8,TinyStories validation,2,27,27,1,127062,0.5833333333333334,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.1193419780001932
H8,TinyStories validation,2,27,27,2,227062,0.46153846153846156,1.4615384615384615,0.46153846153846156,2.4615384615384617,40.625,13.0,1.0,0.1190777749998233
H8,TinyStories validation,2,27,27,3,327062,0.5833333333333334,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.1205873890003204
H8,TinyStories validation,2,28,28,0,28062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10898677200020757
H8,TinyStories validation,2,28,28,1,128062,0.38461538461538464,1.3571428571428572,0.35714285714285715,2.2857142857142856,43.75,14.0,1.0,0.127772262999315
H8,TinyStories validation,2,28,28,2,228062,0.5384615384615384,1.4615384615384615,0.5384615384615384,2.4615384615384617,40.625,13.0,0.9230769230769231,0.12191638600052102
H8,TinyStories validation,2,28,28,3,328062,0.5833333333333334,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.12074996399951488
H8,TinyStories validation,2,29,29,0,29062,0.5833333333333334,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.11911599199993361
H8,TinyStories validation,2,29,29,1,129062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.10981372999958694
H8,TinyStories validation,2,29,29,2,229062,0.46153846153846156,1.4615384615384615,0.46153846153846156,2.4615384615384617,40.625,13.0,1.0,0.1198979609998787
H8,TinyStories validation,2,29,29,3,329062,0.5833333333333334,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.11867734799943719
H8,TinyStories validation,2,30,30,0,30062,0.5833333333333334,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.12016019400016376
H8,TinyStories validation,2,30,30,1,130062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10861798799942335
H8,TinyStories validation,2,30,30,2,230062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.11155768099979468
H8,TinyStories validation,2,30,30,3,330062,0.5384615384615384,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.11998167399997328
H8,TinyStories validation,2,31,31,0,31062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.11018294099994819
H8,TinyStories validation,2,31,31,1,131062,0.5833333333333334,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.11773421799989592
H8,TinyStories validation,2,31,31,2,231062,0.9090909090909091,1.9090909090909092,0.9090909090909091,2.909090909090909,34.375,11.0,1.0,0.10130118100005348
H8,TinyStories validation,2,31,31,3,331062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11061297099968215
H8,TinyStories validation,2,32,32,0,32062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10988100000031409
H8,TinyStories validation,2,32,32,1,132062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11035808099950373
H8,TinyStories validation,2,32,32,2,232062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10805679399982182
H8,TinyStories validation,2,32,32,3,332062,0.75,1.6666666666666667,0.75,2.6666666666666665,37.5,12.0,0.9166666666666666,0.10966345300039393
H8,TinyStories validation,2,33,33,0,33062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11168752899993706
H8,TinyStories validation,2,33,33,1,133062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.1108592470000076
H8,TinyStories validation,2,33,33,2,233062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.11217600500003755
H8,TinyStories validation,2,33,33,3,333062,0.75,1.6666666666666667,0.75,2.6666666666666665,37.5,12.0,0.9166666666666666,0.11206447399945318
H8,TinyStories validation,2,34,34,0,34062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.11281792299996596
H8,TinyStories validation,2,34,34,1,134062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11004799699912837
H8,TinyStories validation,2,34,34,2,234062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.11006236299999728
H8,TinyStories validation,2,34,34,3,334062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.1094795900007739
H8,TinyStories validation,2,35,35,0,35062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11004378200050269
H8,TinyStories validation,2,35,35,1,135062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.11059860500063223
H8,TinyStories validation,2,35,35,2,235062,0.46153846153846156,1.3571428571428572,0.42857142857142855,2.2857142857142856,43.75,14.0,0.9285714285714286,0.12708910899982584
H8,TinyStories validation,2,35,35,3,335062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10954641599983006
H8,TinyStories validation,2,36,36,0,36062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10975435999989713
H8,TinyStories validation,2,36,36,1,136062,0.2857142857142857,1.2,0.26666666666666666,2.1333333333333333,46.875,15.0,0.9333333333333333,0.1358978369999022
H8,TinyStories validation,2,36,36,2,236062,0.5833333333333334,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.11838291099957132
H8,TinyStories validation,2,36,36,3,336062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.10976456400021561
H8,TinyStories validation,2,37,37,0,37062,0.5833333333333334,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.11752520799927879
H8,TinyStories validation,2,37,37,1,137062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.1083317429993258
H8,TinyStories validation,2,37,37,2,237062,0.5833333333333334,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.11662380500001746
H8,TinyStories validation,2,37,37,3,337062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10683663200052251
H8,TinyStories validation,2,38,38,0,38062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.1078491500002201
H8,TinyStories validation,2,38,38,1,138062,0.9090909090909091,1.9090909090909092,0.9090909090909091,2.909090909090909,34.375,11.0,1.0,0.0991182210000261
H8,TinyStories validation,2,38,38,2,238062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.10834469000019453
H8,TinyStories validation,2,38,38,3,338062,0.9090909090909091,1.9090909090909092,0.9090909090909091,2.909090909090909,34.375,11.0,1.0,0.09962965400063695
H8,TinyStories validation,2,39,39,0,39062,0.9090909090909091,1.9090909090909092,0.9090909090909091,2.909090909090909,34.375,11.0,1.0,0.09954787100014073
H8,TinyStories validation,2,39,39,1,139062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10784682899975451
H8,TinyStories validation,2,39,39,2,239062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.1086281540001437
H8,TinyStories validation,2,39,39,3,339062,0.6153846153846154,1.5384615384615385,0.6153846153846154,2.4615384615384617,40.625,13.0,0.9230769230769231,0.11671107400070468
H8,TinyStories validation,2,40,40,0,40062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10792163899986917
H8,TinyStories validation,2,40,40,1,140062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10852075100046932
H8,TinyStories validation,2,40,40,2,240062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.10885712300023442
H8,TinyStories validation,2,40,40,3,340062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.10946003000026394
H8,TinyStories validation,2,41,41,0,41062,0.5384615384615384,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.11764102699999057
H8,TinyStories validation,2,41,41,1,141062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10810281400063104
H8,TinyStories validation,2,41,41,2,241062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.10772743100005755
H8,TinyStories validation,2,41,41,3,341062,0.46153846153846156,1.4615384615384615,0.46153846153846156,2.4615384615384617,40.625,13.0,1.0,0.11815712399948097
H8,TinyStories validation,2,42,42,0,42062,0.5384615384615384,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.11784956300016347
H8,TinyStories validation,2,42,42,1,142062,0.5833333333333334,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.11691131699990365
H8,TinyStories validation,2,42,42,2,242062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10876989200005482
H8,TinyStories validation,2,42,42,3,342062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.1078998019993378
H8,TinyStories validation,2,43,43,0,43062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.10775492599987047
H8,TinyStories validation,2,43,43,1,143062,0.5833333333333334,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.11702968700046767
H8,TinyStories validation,2,43,43,2,243062,0.6666666666666666,1.5384615384615385,0.6153846153846154,2.4615384615384617,40.625,13.0,0.9230769230769231,0.11688099900038651
H8,TinyStories validation,2,43,43,3,343062,1.0,2.0,1.0,2.909090909090909,34.375,11.0,1.0,0.09947141900011047
H8,TinyStories validation,2,44,44,0,44062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10740341800010356
H8,TinyStories validation,2,44,44,1,144062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11001696099992841
H8,TinyStories validation,2,44,44,2,244062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.10895977299969672
H8,TinyStories validation,2,44,44,3,344062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10708847400019295
H8,TinyStories validation,2,45,45,0,45062,0.6666666666666666,1.5384615384615385,0.6153846153846154,2.4615384615384617,40.625,13.0,0.9230769230769231,0.1156331729998783
H8,TinyStories validation,2,45,45,1,145062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10818616699998529
H8,TinyStories validation,2,45,45,2,245062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10834989399972983
H8,TinyStories validation,2,45,45,3,345062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.109175599000082
H8,TinyStories validation,2,46,46,0,46062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10904904899962276
H8,TinyStories validation,2,46,46,1,146062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.10841638300007617
H8,TinyStories validation,2,46,46,2,246062,0.5384615384615384,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.11792215900004521
H8,TinyStories validation,2,46,46,3,346062,0.9090909090909091,1.9090909090909092,0.9090909090909091,2.909090909090909,34.375,11.0,1.0,0.10004279899931134
H8,TinyStories validation,2,47,47,0,47062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10813214700010576
H8,TinyStories validation,2,47,47,1,147062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10803326100085542
H8,TinyStories validation,2,47,47,2,247062,0.9090909090909091,1.9090909090909092,0.9090909090909091,2.909090909090909,34.375,11.0,1.0,0.10043553000014072
H8,TinyStories validation,2,47,47,3,347062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.10977207300038572
H8,TinyStories validation,2,48,48,0,48062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10791318900010083
H8,TinyStories validation,2,48,48,1,148062,0.5833333333333334,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.11632251500031998
