model,domain,gamma,prompt_index,cluster_id,trial_index,trial_seed,acceptance_rate_pos2plus,mean_accepted_prefix,mean_accepted_beyond_first,emitted_tokens_per_round,rounds_per_100_tokens,verification_rounds,position_1_survival,decode_seconds
H1,WikiText-103 test OOD,2,63,31,2,10263062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.1108628170004522
H1,WikiText-103 test OOD,2,63,31,3,10363062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10992441600046732
H1,WikiText-103 test OOD,2,64,32,0,10064062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.1112197570000717
H1,WikiText-103 test OOD,2,64,32,1,10164062,0.5384615384615384,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.11996305100001337
H1,WikiText-103 test OOD,2,64,32,2,10264062,0.6666666666666666,1.5384615384615385,0.6153846153846154,2.4615384615384617,40.625,13.0,0.9230769230769231,0.11881266399996093
H1,WikiText-103 test OOD,2,64,32,3,10364062,0.9090909090909091,1.9090909090909092,0.9090909090909091,2.909090909090909,34.375,11.0,1.0,0.10124134699981369
H1,WikiText-103 test OOD,2,65,32,0,10065062,0.46153846153846156,1.3571428571428572,0.42857142857142855,2.2857142857142856,43.75,14.0,0.9285714285714286,0.1277828040001623
H1,WikiText-103 test OOD,2,65,32,1,10165062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.11029266599962284
H1,WikiText-103 test OOD,2,65,32,2,10265062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10962563599969144
H1,WikiText-103 test OOD,2,65,32,3,10365062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11052209399986168
H1,WikiText-103 test OOD,2,66,32,0,10066062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10927921399979823
H1,WikiText-103 test OOD,2,66,32,1,10166062,0.46153846153846156,1.4615384615384615,0.46153846153846156,2.4615384615384617,40.625,13.0,1.0,0.11937364599998546
H1,WikiText-103 test OOD,2,66,32,2,10266062,0.9090909090909091,1.9090909090909092,0.9090909090909091,2.909090909090909,34.375,11.0,1.0,0.10115798900005757
H1,WikiText-103 test OOD,2,66,32,3,10366062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.11111591100052465
H1,WikiText-103 test OOD,2,67,33,0,10067062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10955079199993634
H1,WikiText-103 test OOD,2,67,33,1,10167062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10928353199960839
H1,WikiText-103 test OOD,2,67,33,2,10267062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11276567300046736
H1,WikiText-103 test OOD,2,67,33,3,10367062,0.5384615384615384,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.11996368099971733
H1,WikiText-103 test OOD,2,68,33,0,10068062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11020248800014087
H1,WikiText-103 test OOD,2,68,33,1,10168062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.10998542000015732
H1,WikiText-103 test OOD,2,68,33,2,10268062,0.5833333333333334,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.1182976249992862
H1,WikiText-103 test OOD,2,68,33,3,10368062,0.5384615384615384,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.11996650600030989
H1,WikiText-103 test OOD,2,69,34,0,10069062,0.9090909090909091,1.9090909090909092,0.9090909090909091,2.909090909090909,34.375,11.0,1.0,0.1011327899996104
H1,WikiText-103 test OOD,2,69,34,1,10169062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11035498199998983
H1,WikiText-103 test OOD,2,69,34,2,10269062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10830850600086706
H1,WikiText-103 test OOD,2,69,34,3,10369062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10898110700054531
H1,WikiText-103 test OOD,2,70,34,0,10070062,0.5384615384615384,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.1186700150001343
H1,WikiText-103 test OOD,2,70,34,1,10170062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10998095300055866
H1,WikiText-103 test OOD,2,70,34,2,10270062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10942634700040799
H1,WikiText-103 test OOD,2,70,34,3,10370062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10992537400034053
H1,WikiText-103 test OOD,2,71,35,0,10071062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.11075057000016386
H1,WikiText-103 test OOD,2,71,35,1,10171062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.1091695509994679
H1,WikiText-103 test OOD,2,71,35,2,10271062,0.9090909090909091,1.9090909090909092,0.9090909090909091,2.909090909090909,34.375,11.0,1.0,0.10105037900029856
H1,WikiText-103 test OOD,2,71,35,3,10371062,0.9090909090909091,1.9090909090909092,0.9090909090909091,2.909090909090909,34.375,11.0,1.0,0.10023737899973639
H1,WikiText-103 test OOD,2,72,35,0,10072062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.11037839799973881
H1,WikiText-103 test OOD,2,72,35,1,10172062,0.9090909090909091,1.9090909090909092,0.9090909090909091,2.909090909090909,34.375,11.0,1.0,0.10100082700046187
H1,WikiText-103 test OOD,2,72,35,2,10272062,0.5833333333333334,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.11866286900021805
H1,WikiText-103 test OOD,2,72,35,3,10372062,0.5833333333333334,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.1196416370003135
H1,WikiText-103 test OOD,2,73,36,0,10073062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10977421299958223
H1,WikiText-103 test OOD,2,73,36,1,10173062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.110335923999628
H1,WikiText-103 test OOD,2,73,36,2,10273062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.11012251600004674
H1,WikiText-103 test OOD,2,73,36,3,10373062,0.5833333333333334,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.11872618300003523
H1,WikiText-103 test OOD,2,74,36,0,10074062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10923787400042784
H1,WikiText-103 test OOD,2,74,36,1,10174062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10974484600046708
H1,WikiText-103 test OOD,2,74,36,2,10274062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10957022000002326
H1,WikiText-103 test OOD,2,74,36,3,10374062,0.9090909090909091,1.9090909090909092,0.9090909090909091,2.909090909090909,34.375,11.0,1.0,0.10166685399963171
H1,WikiText-103 test OOD,2,75,37,0,10075062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11023350300001766
H1,WikiText-103 test OOD,2,75,37,1,10175062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.11031040800025949
H1,WikiText-103 test OOD,2,75,37,2,10275062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.11161667399937869
H1,WikiText-103 test OOD,2,75,37,3,10375062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.12178236199997627
H1,WikiText-103 test OOD,2,76,37,0,10076062,0.5833333333333334,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.1215235899999243
H1,WikiText-103 test OOD,2,76,37,1,10176062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11203417600063403
H1,WikiText-103 test OOD,2,76,37,2,10276062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.11231534000035026
H1,WikiText-103 test OOD,2,76,37,3,10376062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11057092800001556
H1,WikiText-103 test OOD,2,77,38,0,10077062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10836805700000696
H1,WikiText-103 test OOD,2,77,38,1,10177062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.10995994800032349
H1,WikiText-103 test OOD,2,77,38,2,10277062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.11727367999992566
H1,WikiText-103 test OOD,2,77,38,3,10377062,0.46153846153846156,1.4615384615384615,0.46153846153846156,2.4615384615384617,40.625,13.0,1.0,0.1195724050003264
H1,WikiText-103 test OOD,2,78,38,0,10078062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10986886899991077
H1,WikiText-103 test OOD,2,78,38,1,10178062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10912652100068954
H1,WikiText-103 test OOD,2,78,38,2,10278062,1.0,2.0,1.0,2.909090909090909,34.375,11.0,1.0,0.109532389999913
H1,WikiText-103 test OOD,2,78,38,3,10378062,0.8333333333333334,1.75,0.8333333333333334,2.6666666666666665,37.5,12.0,0.9166666666666666,0.1110803660003512
H1,WikiText-103 test OOD,2,79,39,0,10079062,0.9090909090909091,1.9090909090909092,0.9090909090909091,2.909090909090909,34.375,11.0,1.0,0.10264656999970612
H1,WikiText-103 test OOD,2,79,39,1,10179062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.11073652100003528
H1,WikiText-103 test OOD,2,79,39,2,10279062,0.75,1.6666666666666667,0.75,2.6666666666666665,37.5,12.0,0.9166666666666666,0.11063409899998078
H1,WikiText-103 test OOD,2,79,39,3,10379062,0.5833333333333334,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.11791879499924107
H1,WikiText-103 test OOD,2,80,39,0,10080062,0.9090909090909091,1.75,0.8333333333333334,2.6666666666666665,37.5,12.0,0.9166666666666666,0.10961535699971137
H1,WikiText-103 test OOD,2,80,39,1,10180062,0.9090909090909091,1.9090909090909092,0.9090909090909091,2.909090909090909,34.375,11.0,1.0,0.1006217080002898
H1,WikiText-103 test OOD,2,80,39,2,10280062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10849426799995854
H1,WikiText-103 test OOD,2,80,39,3,10380062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10887357799947495
H1,WikiText-103 test OOD,2,81,39,0,10081062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.11036838800009718
H1,WikiText-103 test OOD,2,81,39,1,10181062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11281831300038903
H1,WikiText-103 test OOD,2,81,39,2,10281062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.11469997500080353
H1,WikiText-103 test OOD,2,81,39,3,10381062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11387798099985957
H1,WikiText-103 test OOD,2,82,40,0,10082062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.11293699499947252
H1,WikiText-103 test OOD,2,82,40,1,10182062,0.9090909090909091,1.9090909090909092,0.9090909090909091,2.909090909090909,34.375,11.0,1.0,0.1045124920001399
H1,WikiText-103 test OOD,2,82,40,2,10282062,0.5833333333333334,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.12062796200007142
H1,WikiText-103 test OOD,2,82,40,3,10382062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11201846200037835
H1,WikiText-103 test OOD,2,83,40,0,10083062,1.0,2.0,1.0,2.909090909090909,34.375,11.0,1.0,0.10137061800014635
H1,WikiText-103 test OOD,2,83,40,1,10183062,0.6666666666666666,1.5384615384615385,0.6153846153846154,2.4615384615384617,40.625,13.0,0.9230769230769231,0.12024244100030046
H1,WikiText-103 test OOD,2,83,40,2,10283062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.109722411999428
H1,WikiText-103 test OOD,2,83,40,3,10383062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10743076800008566
H1,WikiText-103 test OOD,2,84,41,0,10084062,0.9090909090909091,1.9090909090909092,0.9090909090909091,2.909090909090909,34.375,11.0,1.0,0.09994805400037876
H1,WikiText-103 test OOD,2,84,41,1,10184062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.10855608100064273
H1,WikiText-103 test OOD,2,84,41,2,10284062,0.9090909090909091,1.9090909090909092,0.9090909090909091,2.909090909090909,34.375,11.0,1.0,0.10036274499998399
H1,WikiText-103 test OOD,2,84,41,3,10384062,0.9090909090909091,1.9090909090909092,0.9090909090909091,2.909090909090909,34.375,11.0,1.0,0.1001885770001536
H1,WikiText-103 test OOD,2,85,41,0,10085062,0.46153846153846156,1.4615384615384615,0.46153846153846156,2.4615384615384617,40.625,13.0,1.0,0.11908681800014165
H1,WikiText-103 test OOD,2,85,41,1,10185062,0.9090909090909091,1.9090909090909092,0.9090909090909091,2.909090909090909,34.375,11.0,1.0,0.10206131100039784
H1,WikiText-103 test OOD,2,85,41,2,10285062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11138362800011237
H1,WikiText-103 test OOD,2,85,41,3,10385062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11004365500048152
H1,WikiText-103 test OOD,2,86,42,0,10086062,0.5833333333333334,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.11873017499965499
H1,WikiText-103 test OOD,2,86,42,1,10186062,0.46153846153846156,1.4615384615384615,0.46153846153846156,2.4615384615384617,40.625,13.0,1.0,0.11934208100046817
H1,WikiText-103 test OOD,2,86,42,2,10286062,0.46153846153846156,1.4615384615384615,0.46153846153846156,2.4615384615384617,40.625,13.0,1.0,0.11865012100042804
H1,WikiText-103 test OOD,2,86,42,3,10386062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10803372699956526
H1,WikiText-103 test OOD,2,87,42,0,10087062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.1090277960001913
H1,WikiText-103 test OOD,2,87,42,1,10187062,0.75,1.6666666666666667,0.75,2.6666666666666665,37.5,12.0,0.9166666666666666,0.1145247879994713
H1,WikiText-103 test OOD,2,87,42,2,10287062,0.6666666666666666,1.5384615384615385,0.6153846153846154,2.4615384615384617,40.625,13.0,0.9230769230769231,0.11906941199958965
H1,WikiText-103 test OOD,2,87,42,3,10387062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11345419099961873
H1,WikiText-103 test OOD,2,88,43,0,10088062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.1140610860002198
H1,WikiText-103 test OOD,2,88,43,1,10188062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11226202899979398
H1,WikiText-103 test OOD,2,88,43,2,10288062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11133420200076216
H1,WikiText-103 test OOD,2,88,43,3,10388062,0.5833333333333334,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.120261883999774
H1,WikiText-103 test OOD,2,89,43,0,10089062,0.5384615384615384,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.12098409699956392
H1,WikiText-103 test OOD,2,89,43,1,10189062,0.5384615384615384,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.12072928999987198
H1,WikiText-103 test OOD,2,89,43,2,10289062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.11250471899984404
H1,WikiText-103 test OOD,2,89,43,3,10389062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11107177800022328
H1,WikiText-103 test OOD,2,90,44,0,10090062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11115199600044434
H1,WikiText-103 test OOD,2,90,44,1,10190062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11098585099989577
H1,WikiText-103 test OOD,2,90,44,2,10290062,0.9090909090909091,1.9090909090909092,0.9090909090909091,2.909090909090909,34.375,11.0,1.0,0.10825812300026882
H1,WikiText-103 test OOD,2,90,44,3,10390062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11383421599930443
H1,WikiText-103 test OOD,2,91,44,0,10091062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.11229119600011472
H1,WikiText-103 test OOD,2,91,44,1,10191062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11235172499982582
H1,WikiText-103 test OOD,2,91,44,2,10291062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11123443599990424
H1,WikiText-103 test OOD,2,91,44,3,10391062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11208529699979408
H1,WikiText-103 test OOD,2,92,45,0,10092062,0.5833333333333334,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.12075610100055201
H1,WikiText-103 test OOD,2,92,45,1,10192062,0.9090909090909091,1.9090909090909092,0.9090909090909091,2.909090909090909,34.375,11.0,1.0,0.10298214700014796
H1,WikiText-103 test OOD,2,92,45,2,10292062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11206104899974889
H1,WikiText-103 test OOD,2,92,45,3,10392062,0.6153846153846154,1.5384615384615385,0.6153846153846154,2.4615384615384617,40.625,13.0,0.9230769230769231,0.12104816999999457
H1,WikiText-103 test OOD,2,93,45,0,10093062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11059437399944727
H1,WikiText-103 test OOD,2,93,45,1,10193062,0.75,1.6666666666666667,0.75,2.6666666666666665,37.5,12.0,0.9166666666666666,0.11099567799919896
H1,WikiText-103 test OOD,2,93,45,2,10293062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11148869899989222
H1,WikiText-103 test OOD,2,93,45,3,10393062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.112183790999552
H1,WikiText-103 test OOD,2,94,46,0,10094062,0.5833333333333334,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.12094749300013063
H1,WikiText-103 test OOD,2,94,46,1,10194062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10987333000048238
H1,WikiText-103 test OOD,2,94,46,2,10294062,0.5833333333333334,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.11964953200003947
H1,WikiText-103 test OOD,2,94,46,3,10394062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.1108882860007725
H1,WikiText-103 test OOD,2,95,46,0,10095062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11172026500025822
H1,WikiText-103 test OOD,2,95,46,1,10195062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11054611999952613
H1,WikiText-103 test OOD,2,95,46,2,10295062,0.9090909090909091,1.9090909090909092,0.9090909090909091,2.909090909090909,34.375,11.0,1.0,0.10193542199976946
H1,WikiText-103 test OOD,2,95,46,3,10395062,0.5384615384615384,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.12316569900031027
H1,WikiText-103 test OOD,2,96,46,0,10096062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11097961199993733
H1,WikiText-103 test OOD,2,96,46,1,10196062,0.9090909090909091,1.9090909090909092,0.9090909090909091,2.909090909090909,34.375,11.0,1.0,0.10380926500056376
H1,WikiText-103 test OOD,2,96,46,2,10296062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10987770100018679
H1,WikiText-103 test OOD,2,96,46,3,10396062,0.75,1.6666666666666667,0.75,2.6666666666666665,37.5,12.0,0.9166666666666666,0.1110121869996874
H1,WikiText-103 test OOD,2,97,47,0,10097062,0.5384615384615384,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.12007862700011174
H1,WikiText-103 test OOD,2,97,47,1,10197062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.11241729799985478
H1,WikiText-103 test OOD,2,97,47,2,10297062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11219487299968023
H1,WikiText-103 test OOD,2,97,47,3,10397062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.11195213299924944
H1,WikiText-103 test OOD,2,98,47,0,10098062,0.5833333333333334,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.11880687599932571
H1,WikiText-103 test OOD,2,98,47,1,10198062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.1115046840004652
H1,WikiText-103 test OOD,2,98,47,2,10298062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11063147299955745
H1,WikiText-103 test OOD,2,98,47,3,10398062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11099486300008721
H1,WikiText-103 test OOD,2,99,48,0,10099062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10989944500033744
H1,WikiText-103 test OOD,2,99,48,1,10199062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.1109224150004593
H1,WikiText-103 test OOD,2,99,48,2,10299062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.11039145799986727
H1,WikiText-103 test OOD,2,99,48,3,10399062,0.6153846153846154,1.5384615384615385,0.6153846153846154,2.4615384615384617,40.625,13.0,0.9230769230769231,0.1190178510005353
H1,WikiText-103 test OOD,2,100,48,0,10100062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10962462099996628
H1,WikiText-103 test OOD,2,100,48,1,10200062,0.46153846153846156,1.4615384615384615,0.46153846153846156,2.4615384615384617,40.625,13.0,1.0,0.12053581800046231
H1,WikiText-103 test OOD,2,100,48,2,10300062,0.5833333333333334,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.11942839000039385
H1,WikiText-103 test OOD,2,100,48,3,10400062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.11267058800058294
H1,WikiText-103 test OOD,2,101,49,0,10101062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11190789100055554
H1,WikiText-103 test OOD,2,101,49,1,10201062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10977322799953981
H1,WikiText-103 test OOD,2,101,49,2,10301062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10915453400048136
H1,WikiText-103 test OOD,2,101,49,3,10401062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11056529699999373
H1,WikiText-103 test OOD,2,102,49,0,10102062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.11071871900003316
H1,WikiText-103 test OOD,2,102,49,1,10202062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11009577500044543
H1,WikiText-103 test OOD,2,102,49,2,10302062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10968101199978264
H1,WikiText-103 test OOD,2,102,49,3,10402062,0.6153846153846154,1.5384615384615385,0.6153846153846154,2.4615384615384617,40.625,13.0,0.9230769230769231,0.12050630100020499
H1,WikiText-103 test OOD,2,103,50,0,10103062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11021203400014201
H1,WikiText-103 test OOD,2,103,50,1,10203062,0.6666666666666666,1.5384615384615385,0.6153846153846154,2.4615384615384617,40.625,13.0,0.9230769230769231,0.11886013799994544
H1,WikiText-103 test OOD,2,103,50,2,10303062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10926362099962716
H1,WikiText-103 test OOD,2,103,50,3,10403062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.11083379499996227
H1,WikiText-103 test OOD,2,104,50,0,10104062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.11105952100024297
H1,WikiText-103 test OOD,2,104,50,1,10204062,0.9090909090909091,1.9090909090909092,0.9090909090909091,2.909090909090909,34.375,11.0,1.0,0.10179919499933021
H1,WikiText-103 test OOD,2,104,50,2,10304062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11151803400025528
H1,WikiText-103 test OOD,2,104,50,3,10404062,0.5833333333333334,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.11961711200001446
H1,WikiText-103 test OOD,2,105,51,0,10105062,0.46153846153846156,1.4615384615384615,0.46153846153846156,2.4615384615384617,40.625,13.0,1.0,0.1203040480004347
H1,WikiText-103 test OOD,2,105,51,1,10205062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10951602400018601
H1,WikiText-103 test OOD,2,105,51,2,10305062,0.9090909090909091,1.9090909090909092,0.9090909090909091,2.909090909090909,34.375,11.0,1.0,0.10167064899997058
H1,WikiText-103 test OOD,2,105,51,3,10405062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11040296899955138
H1,WikiText-103 test OOD,2,106,51,0,10106062,0.8333333333333334,1.75,0.8333333333333334,2.6666666666666665,37.5,12.0,0.9166666666666666,0.11027402600029745
H1,WikiText-103 test OOD,2,106,51,1,10206062,0.5833333333333334,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.12010361199918407
H1,WikiText-103 test OOD,2,106,51,2,10306062,0.6666666666666666,1.6666666666666667,0.6666666666666666,2.6666666666666665,37.5,12.0,1.0,0.11036848900039331
H1,WikiText-103 test OOD,2,106,51,3,10406062,0.8181818181818182,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.10973155199917528
H1,WikiText-103 test OOD,2,107,52,0,10107062,0.75,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.11263221099943621
H1,WikiText-103 test OOD,2,107,52,1,10207062,0.46153846153846156,1.4615384615384615,0.46153846153846156,2.4615384615384617,40.625,13.0,1.0,0.12239695000062056
