model,domain,gamma,prompt_index,cluster_id,trial_index,position,drafted_rounds,reached_rounds,accepted_tokens
H8,TinyStories validation,8,23,23,2,1,11.0,11.0,11.0
H8,TinyStories validation,8,23,23,2,2,11.0,11.0,5.0
H8,TinyStories validation,8,23,23,2,3,11.0,5.0,3.0
H8,TinyStories validation,8,23,23,2,4,10.0,2.0,1.0
H8,TinyStories validation,8,23,23,2,5,10.0,1.0,1.0
H8,TinyStories validation,8,23,23,2,6,10.0,1.0,1.0
H8,TinyStories validation,8,23,23,2,7,9.0,1.0,0.0
H8,TinyStories validation,8,23,23,2,8,9.0,0.0,0.0
H8,TinyStories validation,8,23,23,3,1,10.0,10.0,10.0
H8,TinyStories validation,8,23,23,3,2,9.0,9.0,7.0
H8,TinyStories validation,8,23,23,3,3,9.0,7.0,5.0
H8,TinyStories validation,8,23,23,3,4,9.0,5.0,1.0
H8,TinyStories validation,8,23,23,3,5,9.0,1.0,0.0
H8,TinyStories validation,8,23,23,3,6,8.0,0.0,0.0
H8,TinyStories validation,8,23,23,3,7,8.0,0.0,0.0
H8,TinyStories validation,8,23,23,3,8,8.0,0.0,0.0
H8,TinyStories validation,8,24,24,0,1,9.0,9.0,9.0
H8,TinyStories validation,8,24,24,0,2,9.0,9.0,6.0
H8,TinyStories validation,8,24,24,0,3,9.0,6.0,5.0
H8,TinyStories validation,8,24,24,0,4,9.0,5.0,2.0
H8,TinyStories validation,8,24,24,0,5,8.0,2.0,1.0
H8,TinyStories validation,8,24,24,0,6,8.0,1.0,0.0
H8,TinyStories validation,8,24,24,0,7,8.0,0.0,0.0
H8,TinyStories validation,8,24,24,0,8,8.0,0.0,0.0
H8,TinyStories validation,8,24,24,1,1,12.0,12.0,12.0
H8,TinyStories validation,8,24,24,1,2,11.0,11.0,5.0
H8,TinyStories validation,8,24,24,1,3,11.0,5.0,3.0
H8,TinyStories validation,8,24,24,1,4,11.0,3.0,1.0
H8,TinyStories validation,8,24,24,1,5,11.0,1.0,0.0
H8,TinyStories validation,8,24,24,1,6,10.0,0.0,0.0
H8,TinyStories validation,8,24,24,1,7,10.0,0.0,0.0
H8,TinyStories validation,8,24,24,1,8,10.0,0.0,0.0
H8,TinyStories validation,8,24,24,2,1,8.0,8.0,8.0
H8,TinyStories validation,8,24,24,2,2,8.0,8.0,6.0
H8,TinyStories validation,8,24,24,2,3,7.0,6.0,3.0
H8,TinyStories validation,8,24,24,2,4,7.0,3.0,3.0
H8,TinyStories validation,8,24,24,2,5,7.0,3.0,2.0
H8,TinyStories validation,8,24,24,2,6,6.0,2.0,2.0
H8,TinyStories validation,8,24,24,2,7,6.0,2.0,0.0
H8,TinyStories validation,8,24,24,2,8,6.0,0.0,0.0
H8,TinyStories validation,8,24,24,3,1,9.0,9.0,9.0
H8,TinyStories validation,8,24,24,3,2,9.0,9.0,4.0
H8,TinyStories validation,8,24,24,3,3,8.0,4.0,3.0
H8,TinyStories validation,8,24,24,3,4,8.0,3.0,2.0
H8,TinyStories validation,8,24,24,3,5,7.0,2.0,2.0
H8,TinyStories validation,8,24,24,3,6,7.0,2.0,2.0
H8,TinyStories validation,8,24,24,3,7,6.0,2.0,1.0
H8,TinyStories validation,8,24,24,3,8,6.0,1.0,0.0
H8,TinyStories validation,8,25,25,0,1,6.0,6.0,6.0
H8,TinyStories validation,8,25,25,0,2,6.0,6.0,5.0
H8,TinyStories validation,8,25,25,0,3,6.0,5.0,4.0
H8,TinyStories validation,8,25,25,0,4,6.0,4.0,4.0
H8,TinyStories validation,8,25,25,0,5,6.0,4.0,4.0
H8,TinyStories validation,8,25,25,0,6,6.0,4.0,1.0
H8,TinyStories validation,8,25,25,0,7,5.0,1.0,1.0
H8,TinyStories validation,8,25,25,0,8,5.0,1.0,1.0
H8,TinyStories validation,8,25,25,1,1,6.0,6.0,6.0
H8,TinyStories validation,8,25,25,1,2,6.0,6.0,6.0
H8,TinyStories validation,8,25,25,1,3,6.0,6.0,4.0
H8,TinyStories validation,8,25,25,1,4,5.0,4.0,3.0
H8,TinyStories validation,8,25,25,1,5,5.0,3.0,2.0
H8,TinyStories validation,8,25,25,1,6,5.0,2.0,2.0
H8,TinyStories validation,8,25,25,1,7,5.0,2.0,2.0
H8,TinyStories validation,8,25,25,1,8,5.0,2.0,1.0
H8,TinyStories validation,8,25,25,2,1,10.0,10.0,10.0
H8,TinyStories validation,8,25,25,2,2,10.0,10.0,7.0
H8,TinyStories validation,8,25,25,2,3,9.0,6.0,3.0
H8,TinyStories validation,8,25,25,2,4,9.0,3.0,2.0
H8,TinyStories validation,8,25,25,2,5,9.0,2.0,1.0
H8,TinyStories validation,8,25,25,2,6,8.0,1.0,0.0
H8,TinyStories validation,8,25,25,2,7,8.0,0.0,0.0
H8,TinyStories validation,8,25,25,2,8,7.0,0.0,0.0
H8,TinyStories validation,8,25,25,3,1,7.0,7.0,7.0
H8,TinyStories validation,8,25,25,3,2,7.0,7.0,7.0
H8,TinyStories validation,8,25,25,3,3,7.0,7.0,6.0
H8,TinyStories validation,8,25,25,3,4,6.0,5.0,4.0
H8,TinyStories validation,8,25,25,3,5,6.0,4.0,2.0
H8,TinyStories validation,8,25,25,3,6,6.0,2.0,0.0
H8,TinyStories validation,8,25,25,3,7,6.0,0.0,0.0
H8,TinyStories validation,8,25,25,3,8,6.0,0.0,0.0
H8,TinyStories validation,8,26,26,0,1,13.0,13.0,13.0
H8,TinyStories validation,8,26,26,0,2,13.0,13.0,5.0
H8,TinyStories validation,8,26,26,0,3,12.0,4.0,2.0
H8,TinyStories validation,8,26,26,0,4,12.0,2.0,0.0
H8,TinyStories validation,8,26,26,0,5,11.0,0.0,0.0
H8,TinyStories validation,8,26,26,0,6,11.0,0.0,0.0
H8,TinyStories validation,8,26,26,0,7,10.0,0.0,0.0
H8,TinyStories validation,8,26,26,0,8,10.0,0.0,0.0
H8,TinyStories validation,8,26,26,1,1,8.0,8.0,8.0
H8,TinyStories validation,8,26,26,1,2,8.0,8.0,4.0
H8,TinyStories validation,8,26,26,1,3,7.0,3.0,3.0
H8,TinyStories validation,8,26,26,1,4,7.0,3.0,3.0
H8,TinyStories validation,8,26,26,1,5,7.0,3.0,2.0
H8,TinyStories validation,8,26,26,1,6,7.0,2.0,2.0
H8,TinyStories validation,8,26,26,1,7,7.0,2.0,2.0
H8,TinyStories validation,8,26,26,1,8,7.0,2.0,1.0
H8,TinyStories validation,8,26,26,2,1,7.0,7.0,7.0
H8,TinyStories validation,8,26,26,2,2,6.0,6.0,5.0
H8,TinyStories validation,8,26,26,2,3,6.0,5.0,4.0
H8,TinyStories validation,8,26,26,2,4,6.0,4.0,4.0
H8,TinyStories validation,8,26,26,2,5,5.0,4.0,3.0
H8,TinyStories validation,8,26,26,2,6,5.0,3.0,1.0
H8,TinyStories validation,8,26,26,2,7,5.0,1.0,1.0
H8,TinyStories validation,8,26,26,2,8,5.0,1.0,1.0
H8,TinyStories validation,8,26,26,3,1,9.0,9.0,9.0
H8,TinyStories validation,8,26,26,3,2,9.0,9.0,6.0
H8,TinyStories validation,8,26,26,3,3,8.0,6.0,3.0
H8,TinyStories validation,8,26,26,3,4,8.0,3.0,1.0
H8,TinyStories validation,8,26,26,3,5,8.0,1.0,1.0
H8,TinyStories validation,8,26,26,3,6,7.0,1.0,1.0
H8,TinyStories validation,8,26,26,3,7,7.0,1.0,1.0
H8,TinyStories validation,8,26,26,3,8,6.0,1.0,1.0
H8,TinyStories validation,8,27,27,0,1,5.0,5.0,5.0
H8,TinyStories validation,8,27,27,0,2,5.0,5.0,5.0
H8,TinyStories validation,8,27,27,0,3,5.0,5.0,4.0
H8,TinyStories validation,8,27,27,0,4,5.0,4.0,4.0
H8,TinyStories validation,8,27,27,0,5,5.0,4.0,4.0
H8,TinyStories validation,8,27,27,0,6,5.0,4.0,3.0
H8,TinyStories validation,8,27,27,0,7,5.0,3.0,2.0
H8,TinyStories validation,8,27,27,0,8,5.0,2.0,0.0
H8,TinyStories validation,8,27,27,1,1,7.0,7.0,7.0
H8,TinyStories validation,8,27,27,1,2,7.0,7.0,6.0
H8,TinyStories validation,8,27,27,1,3,7.0,6.0,4.0
H8,TinyStories validation,8,27,27,1,4,7.0,4.0,2.0
H8,TinyStories validation,8,27,27,1,5,6.0,2.0,2.0
H8,TinyStories validation,8,27,27,1,6,6.0,2.0,2.0
H8,TinyStories validation,8,27,27,1,7,6.0,2.0,1.0
H8,TinyStories validation,8,27,27,1,8,5.0,1.0,1.0
H8,TinyStories validation,8,27,27,2,1,7.0,7.0,7.0
H8,TinyStories validation,8,27,27,2,2,6.0,6.0,5.0
H8,TinyStories validation,8,27,27,2,3,6.0,5.0,4.0
H8,TinyStories validation,8,27,27,2,4,6.0,4.0,2.0
H8,TinyStories validation,8,27,27,2,5,6.0,2.0,2.0
H8,TinyStories validation,8,27,27,2,6,6.0,2.0,2.0
H8,TinyStories validation,8,27,27,2,7,6.0,2.0,2.0
H8,TinyStories validation,8,27,27,2,8,6.0,2.0,2.0
H8,TinyStories validation,8,27,27,3,1,8.0,8.0,8.0
H8,TinyStories validation,8,27,27,3,2,8.0,8.0,6.0
H8,TinyStories validation,8,27,27,3,3,7.0,6.0,3.0
H8,TinyStories validation,8,27,27,3,4,7.0,3.0,3.0
H8,TinyStories validation,8,27,27,3,5,7.0,3.0,3.0
H8,TinyStories validation,8,27,27,3,6,7.0,3.0,1.0
H8,TinyStories validation,8,27,27,3,7,7.0,1.0,0.0
H8,TinyStories validation,8,27,27,3,8,7.0,0.0,0.0
H8,TinyStories validation,8,28,28,0,1,9.0,9.0,9.0
H8,TinyStories validation,8,28,28,0,2,9.0,9.0,6.0
H8,TinyStories validation,8,28,28,0,3,9.0,6.0,3.0
H8,TinyStories validation,8,28,28,0,4,9.0,3.0,2.0
H8,TinyStories validation,8,28,28,0,5,9.0,2.0,2.0
H8,TinyStories validation,8,28,28,0,6,9.0,2.0,1.0
H8,TinyStories validation,8,28,28,0,7,9.0,1.0,1.0
H8,TinyStories validation,8,28,28,0,8,8.0,0.0,0.0
H8,TinyStories validation,8,28,28,1,1,11.0,11.0,11.0
H8,TinyStories validation,8,28,28,1,2,11.0,11.0,6.0
H8,TinyStories validation,8,28,28,1,3,11.0,6.0,5.0
H8,TinyStories validation,8,28,28,1,4,10.0,4.0,0.0
H8,TinyStories validation,8,28,28,1,5,10.0,0.0,0.0
H8,TinyStories validation,8,28,28,1,6,9.0,0.0,0.0
H8,TinyStories validation,8,28,28,1,7,9.0,0.0,0.0
H8,TinyStories validation,8,28,28,1,8,9.0,0.0,0.0
H8,TinyStories validation,8,28,28,2,1,8.0,8.0,8.0
H8,TinyStories validation,8,28,28,2,2,8.0,8.0,5.0
H8,TinyStories validation,8,28,28,2,3,7.0,5.0,4.0
H8,TinyStories validation,8,28,28,2,4,7.0,4.0,3.0
H8,TinyStories validation,8,28,28,2,5,7.0,3.0,1.0
H8,TinyStories validation,8,28,28,2,6,7.0,1.0,1.0
H8,TinyStories validation,8,28,28,2,7,6.0,1.0,1.0
H8,TinyStories validation,8,28,28,2,8,6.0,1.0,1.0
H8,TinyStories validation,8,28,28,3,1,10.0,10.0,10.0
H8,TinyStories validation,8,28,28,3,2,9.0,9.0,6.0
H8,TinyStories validation,8,28,28,3,3,9.0,6.0,4.0
H8,TinyStories validation,8,28,28,3,4,9.0,4.0,1.0
H8,TinyStories validation,8,28,28,3,5,8.0,1.0,1.0
H8,TinyStories validation,8,28,28,3,6,8.0,1.0,1.0
H8,TinyStories validation,8,28,28,3,7,7.0,1.0,0.0
H8,TinyStories validation,8,28,28,3,8,7.0,0.0,0.0
H8,TinyStories validation,8,29,29,0,1,12.0,12.0,12.0
H8,TinyStories validation,8,29,29,0,2,11.0,11.0,4.0
H8,TinyStories validation,8,29,29,0,3,11.0,4.0,1.0
H8,TinyStories validation,8,29,29,0,4,10.0,1.0,1.0
H8,TinyStories validation,8,29,29,0,5,10.0,1.0,1.0
H8,TinyStories validation,8,29,29,0,6,9.0,1.0,1.0
H8,TinyStories validation,8,29,29,0,7,9.0,1.0,1.0
H8,TinyStories validation,8,29,29,0,8,8.0,1.0,0.0
H8,TinyStories validation,8,29,29,1,1,9.0,9.0,9.0
H8,TinyStories validation,8,29,29,1,2,9.0,9.0,6.0
H8,TinyStories validation,8,29,29,1,3,9.0,6.0,6.0
H8,TinyStories validation,8,29,29,1,4,8.0,5.0,1.0
H8,TinyStories validation,8,29,29,1,5,8.0,1.0,1.0
H8,TinyStories validation,8,29,29,1,6,8.0,1.0,1.0
H8,TinyStories validation,8,29,29,1,7,8.0,1.0,0.0
H8,TinyStories validation,8,29,29,1,8,7.0,0.0,0.0
H8,TinyStories validation,8,29,29,2,1,8.0,8.0,8.0
H8,TinyStories validation,8,29,29,2,2,8.0,8.0,6.0
H8,TinyStories validation,8,29,29,2,3,8.0,6.0,4.0
H8,TinyStories validation,8,29,29,2,4,7.0,4.0,2.0
H8,TinyStories validation,8,29,29,2,5,7.0,2.0,1.0
H8,TinyStories validation,8,29,29,2,6,7.0,1.0,1.0
H8,TinyStories validation,8,29,29,2,7,7.0,1.0,1.0
H8,TinyStories validation,8,29,29,2,8,7.0,1.0,1.0
H8,TinyStories validation,8,29,29,3,1,7.0,7.0,7.0
H8,TinyStories validation,8,29,29,3,2,6.0,6.0,5.0
H8,TinyStories validation,8,29,29,3,3,6.0,5.0,4.0
H8,TinyStories validation,8,29,29,3,4,6.0,4.0,4.0
H8,TinyStories validation,8,29,29,3,5,6.0,4.0,2.0
H8,TinyStories validation,8,29,29,3,6,6.0,2.0,2.0
H8,TinyStories validation,8,29,29,3,7,6.0,2.0,1.0
H8,TinyStories validation,8,29,29,3,8,6.0,1.0,1.0
H8,TinyStories validation,8,30,30,0,1,8.0,8.0,8.0
H8,TinyStories validation,8,30,30,0,2,8.0,8.0,5.0
H8,TinyStories validation,8,30,30,0,3,7.0,5.0,4.0
H8,TinyStories validation,8,30,30,0,4,7.0,4.0,3.0
H8,TinyStories validation,8,30,30,0,5,6.0,3.0,3.0
H8,TinyStories validation,8,30,30,0,6,6.0,3.0,1.0
H8,TinyStories validation,8,30,30,0,7,6.0,1.0,0.0
H8,TinyStories validation,8,30,30,0,8,6.0,0.0,0.0
H8,TinyStories validation,8,30,30,1,1,10.0,10.0,10.0
H8,TinyStories validation,8,30,30,1,2,10.0,10.0,7.0
H8,TinyStories validation,8,30,30,1,3,9.0,6.0,3.0
H8,TinyStories validation,8,30,30,1,4,9.0,3.0,1.0
H8,TinyStories validation,8,30,30,1,5,8.0,1.0,1.0
H8,TinyStories validation,8,30,30,1,6,8.0,1.0,1.0
H8,TinyStories validation,8,30,30,1,7,8.0,1.0,0.0
H8,TinyStories validation,8,30,30,1,8,8.0,0.0,0.0
H8,TinyStories validation,8,30,30,2,1,8.0,8.0,8.0
H8,TinyStories validation,8,30,30,2,2,7.0,7.0,5.0
H8,TinyStories validation,8,30,30,2,3,7.0,5.0,5.0
H8,TinyStories validation,8,30,30,2,4,7.0,5.0,4.0
H8,TinyStories validation,8,30,30,2,5,7.0,4.0,2.0
H8,TinyStories validation,8,30,30,2,6,7.0,2.0,1.0
H8,TinyStories validation,8,30,30,2,7,6.0,1.0,0.0
H8,TinyStories validation,8,30,30,2,8,6.0,0.0,0.0
H8,TinyStories validation,8,30,30,3,1,10.0,10.0,10.0
H8,TinyStories validation,8,30,30,3,2,10.0,10.0,6.0
H8,TinyStories validation,8,30,30,3,3,9.0,5.0,4.0
H8,TinyStories validation,8,30,30,3,4,9.0,4.0,2.0
H8,TinyStories validation,8,30,30,3,5,9.0,2.0,1.0
H8,TinyStories validation,8,30,30,3,6,8.0,1.0,0.0
H8,TinyStories validation,8,30,30,3,7,8.0,0.0,0.0
H8,TinyStories validation,8,30,30,3,8,7.0,0.0,0.0
H8,TinyStories validation,8,31,31,0,1,10.0,10.0,10.0
H8,TinyStories validation,8,31,31,0,2,10.0,10.0,7.0
H8,TinyStories validation,8,31,31,0,3,9.0,6.0,3.0
H8,TinyStories validation,8,31,31,0,4,9.0,3.0,2.0
H8,TinyStories validation,8,31,31,0,5,9.0,2.0,1.0
H8,TinyStories validation,8,31,31,0,6,8.0,1.0,0.0
H8,TinyStories validation,8,31,31,0,7,8.0,0.0,0.0
H8,TinyStories validation,8,31,31,0,8,7.0,0.0,0.0
H8,TinyStories validation,8,31,31,1,1,8.0,8.0,8.0
H8,TinyStories validation,8,31,31,1,2,8.0,8.0,5.0
H8,TinyStories validation,8,31,31,1,3,8.0,5.0,4.0
H8,TinyStories validation,8,31,31,1,4,8.0,4.0,3.0
H8,TinyStories validation,8,31,31,1,5,8.0,3.0,2.0
H8,TinyStories validation,8,31,31,1,6,8.0,2.0,1.0
H8,TinyStories validation,8,31,31,1,7,8.0,1.0,1.0
H8,TinyStories validation,8,31,31,1,8,8.0,1.0,1.0
H8,TinyStories validation,8,31,31,2,1,7.0,7.0,7.0
H8,TinyStories validation,8,31,31,2,2,7.0,7.0,5.0
H8,TinyStories validation,8,31,31,2,3,6.0,4.0,4.0
H8,TinyStories validation,8,31,31,2,4,6.0,4.0,2.0
H8,TinyStories validation,8,31,31,2,5,5.0,2.0,2.0
H8,TinyStories validation,8,31,31,2,6,5.0,2.0,2.0
H8,TinyStories validation,8,31,31,2,7,5.0,2.0,2.0
H8,TinyStories validation,8,31,31,2,8,5.0,2.0,2.0
H8,TinyStories validation,8,31,31,3,1,6.0,6.0,6.0
H8,TinyStories validation,8,31,31,3,2,6.0,6.0,6.0
H8,TinyStories validation,8,31,31,3,3,6.0,6.0,6.0
H8,TinyStories validation,8,31,31,3,4,5.0,5.0,3.0
H8,TinyStories validation,8,31,31,3,5,5.0,3.0,3.0
H8,TinyStories validation,8,31,31,3,6,5.0,3.0,1.0
H8,TinyStories validation,8,31,31,3,7,5.0,1.0,1.0
H8,TinyStories validation,8,31,31,3,8,5.0,1.0,1.0
H8,TinyStories validation,8,32,32,0,1,8.0,8.0,8.0
H8,TinyStories validation,8,32,32,0,2,8.0,8.0,5.0
H8,TinyStories validation,8,32,32,0,3,8.0,5.0,4.0
H8,TinyStories validation,8,32,32,0,4,8.0,4.0,3.0
H8,TinyStories validation,8,32,32,0,5,8.0,3.0,2.0
H8,TinyStories validation,8,32,32,0,6,7.0,1.0,1.0
H8,TinyStories validation,8,32,32,0,7,7.0,1.0,1.0
H8,TinyStories validation,8,32,32,0,8,6.0,1.0,1.0
H8,TinyStories validation,8,32,32,1,1,10.0,10.0,10.0
H8,TinyStories validation,8,32,32,1,2,9.0,9.0,6.0
H8,TinyStories validation,8,32,32,1,3,9.0,6.0,3.0
H8,TinyStories validation,8,32,32,1,4,9.0,3.0,2.0
H8,TinyStories validation,8,32,32,1,5,8.0,2.0,1.0
H8,TinyStories validation,8,32,32,1,6,8.0,1.0,1.0
H8,TinyStories validation,8,32,32,1,7,8.0,1.0,0.0
H8,TinyStories validation,8,32,32,1,8,7.0,0.0,0.0
H8,TinyStories validation,8,32,32,2,1,9.0,9.0,9.0
H8,TinyStories validation,8,32,32,2,2,8.0,8.0,5.0
H8,TinyStories validation,8,32,32,2,3,8.0,5.0,4.0
H8,TinyStories validation,8,32,32,2,4,7.0,4.0,3.0
H8,TinyStories validation,8,32,32,2,5,7.0,3.0,1.0
H8,TinyStories validation,8,32,32,2,6,7.0,1.0,1.0
H8,TinyStories validation,8,32,32,2,7,7.0,1.0,1.0
H8,TinyStories validation,8,32,32,2,8,7.0,1.0,0.0
H8,TinyStories validation,8,32,32,3,1,9.0,9.0,9.0
H8,TinyStories validation,8,32,32,3,2,9.0,9.0,6.0
H8,TinyStories validation,8,32,32,3,3,8.0,6.0,4.0
H8,TinyStories validation,8,32,32,3,4,8.0,4.0,3.0
H8,TinyStories validation,8,32,32,3,5,8.0,3.0,1.0
H8,TinyStories validation,8,32,32,3,6,7.0,1.0,0.0
H8,TinyStories validation,8,32,32,3,7,7.0,0.0,0.0
H8,TinyStories validation,8,32,32,3,8,7.0,0.0,0.0
H8,TinyStories validation,8,33,33,0,1,12.0,12.0,12.0
H8,TinyStories validation,8,33,33,0,2,11.0,11.0,5.0
H8,TinyStories validation,8,33,33,0,3,11.0,5.0,2.0
H8,TinyStories validation,8,33,33,0,4,11.0,2.0,1.0
H8,TinyStories validation,8,33,33,0,5,10.0,1.0,1.0
H8,TinyStories validation,8,33,33,0,6,10.0,1.0,0.0
H8,TinyStories validation,8,33,33,0,7,9.0,0.0,0.0
H8,TinyStories validation,8,33,33,0,8,9.0,0.0,0.0
H8,TinyStories validation,8,33,33,1,1,8.0,8.0,8.0
H8,TinyStories validation,8,33,33,1,2,8.0,8.0,5.0
H8,TinyStories validation,8,33,33,1,3,7.0,4.0,3.0
H8,TinyStories validation,8,33,33,1,4,7.0,3.0,3.0
H8,TinyStories validation,8,33,33,1,5,7.0,3.0,2.0
H8,TinyStories validation,8,33,33,1,6,7.0,2.0,2.0
H8,TinyStories validation,8,33,33,1,7,7.0,2.0,1.0
H8,TinyStories validation,8,33,33,1,8,6.0,1.0,1.0
H8,TinyStories validation,8,33,33,2,1,9.0,9.0,9.0
H8,TinyStories validation,8,33,33,2,2,9.0,9.0,6.0
H8,TinyStories validation,8,33,33,2,3,8.0,5.0,3.0
H8,TinyStories validation,8,33,33,2,4,8.0,3.0,2.0
H8,TinyStories validation,8,33,33,2,5,8.0,2.0,1.0
H8,TinyStories validation,8,33,33,2,6,8.0,1.0,1.0
H8,TinyStories validation,8,33,33,2,7,7.0,1.0,1.0
H8,TinyStories validation,8,33,33,2,8,7.0,1.0,1.0
H8,TinyStories validation,8,33,33,3,1,9.0,9.0,9.0
H8,TinyStories validation,8,33,33,3,2,9.0,9.0,6.0
H8,TinyStories validation,8,33,33,3,3,9.0,6.0,5.0
H8,TinyStories validation,8,33,33,3,4,9.0,5.0,4.0
H8,TinyStories validation,8,33,33,3,5,8.0,3.0,0.0
H8,TinyStories validation,8,33,33,3,6,8.0,0.0,0.0
H8,TinyStories validation,8,33,33,3,7,8.0,0.0,0.0
H8,TinyStories validation,8,33,33,3,8,7.0,0.0,0.0
H8,TinyStories validation,8,34,34,0,1,7.0,7.0,7.0
H8,TinyStories validation,8,34,34,0,2,7.0,7.0,5.0
H8,TinyStories validation,8,34,34,0,3,7.0,5.0,5.0
H8,TinyStories validation,8,34,34,0,4,6.0,4.0,4.0
H8,TinyStories validation,8,34,34,0,5,6.0,4.0,2.0
H8,TinyStories validation,8,34,34,0,6,6.0,2.0,1.0
H8,TinyStories validation,8,34,34,0,7,6.0,1.0,1.0
H8,TinyStories validation,8,34,34,0,8,6.0,1.0,1.0
H8,TinyStories validation,8,34,34,1,1,10.0,10.0,10.0
H8,TinyStories validation,8,34,34,1,2,9.0,9.0,8.0
H8,TinyStories validation,8,34,34,1,3,9.0,8.0,5.0
H8,TinyStories validation,8,34,34,1,4,9.0,5.0,0.0
H8,TinyStories validation,8,34,34,1,5,9.0,0.0,0.0
H8,TinyStories validation,8,34,34,1,6,8.0,0.0,0.0
H8,TinyStories validation,8,34,34,1,7,8.0,0.0,0.0
H8,TinyStories validation,8,34,34,1,8,8.0,0.0,0.0
H8,TinyStories validation,8,34,34,2,1,10.0,10.0,10.0
H8,TinyStories validation,8,34,34,2,2,10.0,10.0,7.0
H8,TinyStories validation,8,34,34,2,3,9.0,6.0,4.0
H8,TinyStories validation,8,34,34,2,4,9.0,4.0,2.0
H8,TinyStories validation,8,34,34,2,5,9.0,2.0,0.0
H8,TinyStories validation,8,34,34,2,6,8.0,0.0,0.0
H8,TinyStories validation,8,34,34,2,7,8.0,0.0,0.0
H8,TinyStories validation,8,34,34,2,8,8.0,0.0,0.0
H8,TinyStories validation,8,34,34,3,1,8.0,8.0,7.0
H8,TinyStories validation,8,34,34,3,2,7.0,6.0,6.0
H8,TinyStories validation,8,34,34,3,3,6.0,6.0,4.0
H8,TinyStories validation,8,34,34,3,4,6.0,4.0,2.0
H8,TinyStories validation,8,34,34,3,5,6.0,2.0,2.0
H8,TinyStories validation,8,34,34,3,6,5.0,2.0,2.0
H8,TinyStories validation,8,34,34,3,7,5.0,2.0,1.0
H8,TinyStories validation,8,34,34,3,8,5.0,1.0,1.0
H8,TinyStories validation,8,35,35,0,1,8.0,8.0,8.0
H8,TinyStories validation,8,35,35,0,2,8.0,8.0,7.0
H8,TinyStories validation,8,35,35,0,3,8.0,7.0,2.0
H8,TinyStories validation,8,35,35,0,4,8.0,2.0,2.0
H8,TinyStories validation,8,35,35,0,5,8.0,2.0,2.0
H8,TinyStories validation,8,35,35,0,6,8.0,2.0,2.0
H8,TinyStories validation,8,35,35,0,7,8.0,2.0,2.0
H8,TinyStories validation,8,35,35,0,8,7.0,1.0,0.0
H8,TinyStories validation,8,35,35,1,1,11.0,11.0,11.0
H8,TinyStories validation,8,35,35,1,2,10.0,10.0,7.0
H8,TinyStories validation,8,35,35,1,3,10.0,7.0,3.0
H8,TinyStories validation,8,35,35,1,4,10.0,3.0,1.0
H8,TinyStories validation,8,35,35,1,5,9.0,1.0,0.0
H8,TinyStories validation,8,35,35,1,6,9.0,0.0,0.0
H8,TinyStories validation,8,35,35,1,7,9.0,0.0,0.0
H8,TinyStories validation,8,35,35,1,8,8.0,0.0,0.0
H8,TinyStories validation,8,35,35,2,1,9.0,9.0,9.0
H8,TinyStories validation,8,35,35,2,2,8.0,8.0,7.0
H8,TinyStories validation,8,35,35,2,3,8.0,7.0,3.0
H8,TinyStories validation,8,35,35,2,4,8.0,3.0,1.0
H8,TinyStories validation,8,35,35,2,5,8.0,1.0,1.0
H8,TinyStories validation,8,35,35,2,6,7.0,1.0,1.0
H8,TinyStories validation,8,35,35,2,7,7.0,1.0,1.0
H8,TinyStories validation,8,35,35,2,8,7.0,1.0,1.0
H8,TinyStories validation,8,35,35,3,1,7.0,7.0,7.0
H8,TinyStories validation,8,35,35,3,2,7.0,7.0,6.0
H8,TinyStories validation,8,35,35,3,3,7.0,6.0,6.0
H8,TinyStories validation,8,35,35,3,4,6.0,5.0,3.0
H8,TinyStories validation,8,35,35,3,5,6.0,3.0,1.0
H8,TinyStories validation,8,35,35,3,6,5.0,1.0,1.0
H8,TinyStories validation,8,35,35,3,7,5.0,1.0,1.0
H8,TinyStories validation,8,35,35,3,8,5.0,1.0,1.0
H8,TinyStories validation,8,36,36,0,1,9.0,9.0,9.0
H8,TinyStories validation,8,36,36,0,2,9.0,9.0,7.0
H8,TinyStories validation,8,36,36,0,3,9.0,7.0,5.0
H8,TinyStories validation,8,36,36,0,4,8.0,4.0,2.0
H8,TinyStories validation,8,36,36,0,5,8.0,2.0,1.0
H8,TinyStories validation,8,36,36,0,6,8.0,1.0,0.0
H8,TinyStories validation,8,36,36,0,7,8.0,0.0,0.0
H8,TinyStories validation,8,36,36,0,8,8.0,0.0,0.0
H8,TinyStories validation,8,36,36,1,1,6.0,6.0,6.0
H8,TinyStories validation,8,36,36,1,2,6.0,6.0,4.0
H8,TinyStories validation,8,36,36,1,3,6.0,4.0,4.0
H8,TinyStories validation,8,36,36,1,4,6.0,4.0,4.0
H8,TinyStories validation,8,36,36,1,5,6.0,4.0,3.0
H8,TinyStories validation,8,36,36,1,6,6.0,3.0,3.0
H8,TinyStories validation,8,36,36,1,7,6.0,3.0,2.0
H8,TinyStories validation,8,36,36,1,8,5.0,1.0,1.0
H8,TinyStories validation,8,36,36,2,1,8.0,8.0,8.0
H8,TinyStories validation,8,36,36,2,2,7.0,7.0,7.0
H8,TinyStories validation,8,36,36,2,3,7.0,7.0,4.0
H8,TinyStories validation,8,36,36,2,4,7.0,4.0,2.0
H8,TinyStories validation,8,36,36,2,5,7.0,2.0,1.0
H8,TinyStories validation,8,36,36,2,6,7.0,1.0,1.0
