model,domain,gamma,prompt_index,cluster_id,trial_index,position,drafted_rounds,reached_rounds,accepted_tokens
H1,TinyStories validation,4,99,99,1,3,8.0,7.0,6.0
H1,TinyStories validation,4,99,99,1,4,8.0,6.0,2.0
H1,TinyStories validation,4,99,99,2,1,9.0,9.0,9.0
H1,TinyStories validation,4,99,99,2,2,9.0,9.0,8.0
H1,TinyStories validation,4,99,99,2,3,8.0,7.0,5.0
H1,TinyStories validation,4,99,99,2,4,8.0,5.0,2.0
H1,TinyStories validation,4,99,99,3,1,10.0,10.0,10.0
H1,TinyStories validation,4,99,99,3,2,10.0,10.0,7.0
H1,TinyStories validation,4,99,99,3,3,9.0,6.0,5.0
H1,TinyStories validation,4,99,99,3,4,9.0,5.0,1.0
H1,TinyStories validation,4,100,100,0,1,10.0,10.0,10.0
H1,TinyStories validation,4,100,100,0,2,10.0,10.0,9.0
H1,TinyStories validation,4,100,100,0,3,9.0,8.0,3.0
H1,TinyStories validation,4,100,100,0,4,9.0,3.0,1.0
H1,TinyStories validation,4,100,100,1,1,9.0,9.0,9.0
H1,TinyStories validation,4,100,100,1,2,9.0,9.0,6.0
H1,TinyStories validation,4,100,100,1,3,9.0,6.0,5.0
H1,TinyStories validation,4,100,100,1,4,9.0,5.0,3.0
H1,TinyStories validation,4,100,100,2,1,9.0,9.0,9.0
H1,TinyStories validation,4,100,100,2,2,9.0,9.0,8.0
H1,TinyStories validation,4,100,100,2,3,9.0,8.0,5.0
H1,TinyStories validation,4,100,100,2,4,8.0,4.0,2.0
H1,TinyStories validation,4,100,100,3,1,9.0,9.0,9.0
H1,TinyStories validation,4,100,100,3,2,9.0,9.0,8.0
H1,TinyStories validation,4,100,100,3,3,9.0,8.0,4.0
H1,TinyStories validation,4,100,100,3,4,8.0,4.0,2.0
H1,TinyStories validation,4,101,101,0,1,10.0,10.0,10.0
H1,TinyStories validation,4,101,101,0,2,10.0,10.0,9.0
H1,TinyStories validation,4,101,101,0,3,10.0,9.0,2.0
H1,TinyStories validation,4,101,101,0,4,10.0,2.0,1.0
H1,TinyStories validation,4,101,101,1,1,9.0,9.0,9.0
H1,TinyStories validation,4,101,101,1,2,9.0,9.0,8.0
H1,TinyStories validation,4,101,101,1,3,9.0,8.0,4.0
H1,TinyStories validation,4,101,101,1,4,8.0,4.0,2.0
H1,TinyStories validation,4,101,101,2,1,8.0,8.0,8.0
H1,TinyStories validation,4,101,101,2,2,8.0,8.0,8.0
H1,TinyStories validation,4,101,101,2,3,8.0,8.0,7.0
H1,TinyStories validation,4,101,101,2,4,7.0,6.0,2.0
H1,TinyStories validation,4,101,101,3,1,10.0,10.0,10.0
H1,TinyStories validation,4,101,101,3,2,9.0,9.0,7.0
H1,TinyStories validation,4,101,101,3,3,9.0,7.0,4.0
H1,TinyStories validation,4,101,101,3,4,9.0,4.0,2.0
H1,TinyStories validation,4,102,102,0,1,10.0,10.0,10.0
H1,TinyStories validation,4,102,102,0,2,10.0,10.0,8.0
H1,TinyStories validation,4,102,102,0,3,10.0,8.0,3.0
H1,TinyStories validation,4,102,102,0,4,9.0,3.0,1.0
H1,TinyStories validation,4,102,102,1,1,8.0,8.0,8.0
H1,TinyStories validation,4,102,102,1,2,8.0,8.0,8.0
H1,TinyStories validation,4,102,102,1,3,8.0,8.0,6.0
H1,TinyStories validation,4,102,102,1,4,8.0,6.0,3.0
H1,TinyStories validation,4,102,102,2,1,11.0,11.0,11.0
H1,TinyStories validation,4,102,102,2,2,10.0,10.0,7.0
H1,TinyStories validation,4,102,102,2,3,10.0,7.0,3.0
H1,TinyStories validation,4,102,102,2,4,9.0,3.0,1.0
H1,TinyStories validation,4,102,102,3,1,9.0,9.0,9.0
H1,TinyStories validation,4,102,102,3,2,9.0,9.0,9.0
H1,TinyStories validation,4,102,102,3,3,8.0,8.0,4.0
H1,TinyStories validation,4,102,102,3,4,8.0,4.0,2.0
H1,TinyStories validation,4,103,103,0,1,10.0,10.0,10.0
H1,TinyStories validation,4,103,103,0,2,9.0,9.0,7.0
H1,TinyStories validation,4,103,103,0,3,9.0,7.0,4.0
H1,TinyStories validation,4,103,103,0,4,8.0,4.0,2.0
H1,TinyStories validation,4,103,103,1,1,9.0,9.0,9.0
H1,TinyStories validation,4,103,103,1,2,9.0,9.0,9.0
H1,TinyStories validation,4,103,103,1,3,8.0,8.0,5.0
H1,TinyStories validation,4,103,103,1,4,8.0,5.0,1.0
H1,TinyStories validation,4,103,103,2,1,10.0,10.0,10.0
H1,TinyStories validation,4,103,103,2,2,10.0,10.0,8.0
H1,TinyStories validation,4,103,103,2,3,9.0,8.0,3.0
H1,TinyStories validation,4,103,103,2,4,9.0,3.0,1.0
H1,TinyStories validation,4,103,103,3,1,8.0,8.0,8.0
H1,TinyStories validation,4,103,103,3,2,8.0,8.0,7.0
H1,TinyStories validation,4,103,103,3,3,8.0,7.0,5.0
H1,TinyStories validation,4,103,103,3,4,8.0,5.0,4.0
H1,TinyStories validation,4,104,104,0,1,10.0,10.0,10.0
H1,TinyStories validation,4,104,104,0,2,10.0,10.0,7.0
H1,TinyStories validation,4,104,104,0,3,10.0,7.0,4.0
H1,TinyStories validation,4,104,104,0,4,9.0,4.0,1.0
H1,TinyStories validation,4,104,104,1,1,10.0,10.0,10.0
H1,TinyStories validation,4,104,104,1,2,10.0,10.0,7.0
H1,TinyStories validation,4,104,104,1,3,9.0,6.0,5.0
H1,TinyStories validation,4,104,104,1,4,9.0,5.0,1.0
H1,TinyStories validation,4,104,104,2,1,11.0,11.0,11.0
H1,TinyStories validation,4,104,104,2,2,11.0,11.0,7.0
H1,TinyStories validation,4,104,104,2,3,10.0,6.0,4.0
H1,TinyStories validation,4,104,104,2,4,10.0,4.0,0.0
H1,TinyStories validation,4,104,104,3,1,9.0,9.0,9.0
H1,TinyStories validation,4,104,104,3,2,9.0,9.0,6.0
H1,TinyStories validation,4,104,104,3,3,9.0,6.0,4.0
H1,TinyStories validation,4,104,104,3,4,9.0,4.0,4.0
H1,TinyStories validation,4,105,105,0,1,10.0,10.0,10.0
H1,TinyStories validation,4,105,105,0,2,9.0,9.0,7.0
H1,TinyStories validation,4,105,105,0,3,9.0,7.0,4.0
H1,TinyStories validation,4,105,105,0,4,9.0,4.0,2.0
H1,TinyStories validation,4,105,105,1,1,11.0,11.0,11.0
H1,TinyStories validation,4,105,105,1,2,11.0,11.0,7.0
H1,TinyStories validation,4,105,105,1,3,10.0,6.0,2.0
H1,TinyStories validation,4,105,105,1,4,10.0,2.0,2.0
H1,TinyStories validation,4,105,105,2,1,10.0,10.0,10.0
H1,TinyStories validation,4,105,105,2,2,9.0,9.0,8.0
H1,TinyStories validation,4,105,105,2,3,9.0,8.0,4.0
H1,TinyStories validation,4,105,105,2,4,9.0,4.0,1.0
H1,TinyStories validation,4,105,105,3,1,9.0,9.0,9.0
H1,TinyStories validation,4,105,105,3,2,9.0,9.0,7.0
H1,TinyStories validation,4,105,105,3,3,9.0,7.0,6.0
H1,TinyStories validation,4,105,105,3,4,9.0,6.0,2.0
H1,TinyStories validation,4,106,106,0,1,9.0,9.0,9.0
H1,TinyStories validation,4,106,106,0,2,9.0,9.0,8.0
H1,TinyStories validation,4,106,106,0,3,8.0,7.0,4.0
H1,TinyStories validation,4,106,106,0,4,8.0,4.0,3.0
H1,TinyStories validation,4,106,106,1,1,10.0,10.0,10.0
H1,TinyStories validation,4,106,106,1,2,10.0,10.0,7.0
H1,TinyStories validation,4,106,106,1,3,9.0,6.0,3.0
H1,TinyStories validation,4,106,106,1,4,9.0,3.0,3.0
H1,TinyStories validation,4,106,106,2,1,9.0,9.0,9.0
H1,TinyStories validation,4,106,106,2,2,9.0,9.0,6.0
H1,TinyStories validation,4,106,106,2,3,9.0,6.0,5.0
H1,TinyStories validation,4,106,106,2,4,8.0,5.0,3.0
H1,TinyStories validation,4,106,106,3,1,10.0,10.0,10.0
H1,TinyStories validation,4,106,106,3,2,10.0,10.0,9.0
H1,TinyStories validation,4,106,106,3,3,9.0,8.0,2.0
H1,TinyStories validation,4,106,106,3,4,9.0,2.0,2.0
H1,TinyStories validation,4,107,107,0,1,11.0,11.0,11.0
H1,TinyStories validation,4,107,107,0,2,10.0,10.0,7.0
H1,TinyStories validation,4,107,107,0,3,10.0,7.0,3.0
H1,TinyStories validation,4,107,107,0,4,9.0,3.0,1.0
H1,TinyStories validation,4,107,107,1,1,9.0,9.0,9.0
H1,TinyStories validation,4,107,107,1,2,9.0,9.0,7.0
H1,TinyStories validation,4,107,107,1,3,9.0,7.0,4.0
H1,TinyStories validation,4,107,107,1,4,9.0,4.0,3.0
H1,TinyStories validation,4,107,107,2,1,9.0,9.0,9.0
H1,TinyStories validation,4,107,107,2,2,9.0,9.0,8.0
H1,TinyStories validation,4,107,107,2,3,8.0,7.0,4.0
H1,TinyStories validation,4,107,107,2,4,8.0,4.0,3.0
H1,TinyStories validation,4,107,107,3,1,10.0,10.0,10.0
H1,TinyStories validation,4,107,107,3,2,10.0,10.0,8.0
H1,TinyStories validation,4,107,107,3,3,10.0,8.0,3.0
H1,TinyStories validation,4,107,107,3,4,9.0,3.0,1.0
H1,TinyStories validation,4,108,108,0,1,9.0,9.0,9.0
H1,TinyStories validation,4,108,108,0,2,9.0,9.0,6.0
H1,TinyStories validation,4,108,108,0,3,9.0,6.0,5.0
H1,TinyStories validation,4,108,108,0,4,9.0,5.0,3.0
H1,TinyStories validation,4,108,108,1,1,9.0,9.0,9.0
H1,TinyStories validation,4,108,108,1,2,8.0,8.0,7.0
H1,TinyStories validation,4,108,108,1,3,8.0,7.0,5.0
H1,TinyStories validation,4,108,108,1,4,8.0,5.0,3.0
H1,TinyStories validation,4,108,108,2,1,12.0,12.0,11.0
H1,TinyStories validation,4,108,108,2,2,12.0,11.0,7.0
H1,TinyStories validation,4,108,108,2,3,11.0,7.0,2.0
H1,TinyStories validation,4,108,108,2,4,11.0,2.0,0.0
H1,TinyStories validation,4,108,108,3,1,10.0,10.0,10.0
H1,TinyStories validation,4,108,108,3,2,10.0,10.0,6.0
H1,TinyStories validation,4,108,108,3,3,10.0,6.0,5.0
H1,TinyStories validation,4,108,108,3,4,10.0,5.0,2.0
H1,TinyStories validation,4,109,109,0,1,8.0,8.0,8.0
H1,TinyStories validation,4,109,109,0,2,8.0,8.0,7.0
H1,TinyStories validation,4,109,109,0,3,8.0,7.0,6.0
H1,TinyStories validation,4,109,109,0,4,7.0,5.0,4.0
H1,TinyStories validation,4,109,109,1,1,10.0,10.0,10.0
H1,TinyStories validation,4,109,109,1,2,10.0,10.0,6.0
H1,TinyStories validation,4,109,109,1,3,10.0,6.0,6.0
H1,TinyStories validation,4,109,109,1,4,9.0,5.0,1.0
H1,TinyStories validation,4,109,109,2,1,9.0,9.0,9.0
H1,TinyStories validation,4,109,109,2,2,9.0,9.0,8.0
H1,TinyStories validation,4,109,109,2,3,8.0,7.0,4.0
H1,TinyStories validation,4,109,109,2,4,8.0,4.0,3.0
H1,TinyStories validation,4,109,109,3,1,9.0,9.0,9.0
H1,TinyStories validation,4,109,109,3,2,9.0,9.0,7.0
H1,TinyStories validation,4,109,109,3,3,9.0,7.0,4.0
H1,TinyStories validation,4,109,109,3,4,9.0,4.0,4.0
H1,TinyStories validation,4,110,110,0,1,9.0,9.0,9.0
H1,TinyStories validation,4,110,110,0,2,8.0,8.0,7.0
H1,TinyStories validation,4,110,110,0,3,8.0,7.0,6.0
H1,TinyStories validation,4,110,110,0,4,8.0,6.0,2.0
H1,TinyStories validation,4,110,110,1,1,9.0,9.0,9.0
H1,TinyStories validation,4,110,110,1,2,9.0,9.0,8.0
H1,TinyStories validation,4,110,110,1,3,9.0,8.0,4.0
H1,TinyStories validation,4,110,110,1,4,8.0,3.0,3.0
H1,TinyStories validation,4,110,110,2,1,10.0,10.0,10.0
H1,TinyStories validation,4,110,110,2,2,9.0,9.0,8.0
H1,TinyStories validation,4,110,110,2,3,9.0,8.0,4.0
H1,TinyStories validation,4,110,110,2,4,9.0,4.0,1.0
H1,TinyStories validation,4,110,110,3,1,8.0,8.0,8.0
H1,TinyStories validation,4,110,110,3,2,8.0,8.0,7.0
H1,TinyStories validation,4,110,110,3,3,8.0,7.0,5.0
H1,TinyStories validation,4,110,110,3,4,8.0,5.0,5.0
H1,TinyStories validation,4,111,111,0,1,8.0,8.0,8.0
H1,TinyStories validation,4,111,111,0,2,8.0,8.0,7.0
H1,TinyStories validation,4,111,111,0,3,8.0,7.0,6.0
H1,TinyStories validation,4,111,111,0,4,7.0,5.0,4.0
H1,TinyStories validation,4,111,111,1,1,11.0,11.0,11.0
H1,TinyStories validation,4,111,111,1,2,11.0,11.0,6.0
H1,TinyStories validation,4,111,111,1,3,10.0,5.0,3.0
H1,TinyStories validation,4,111,111,1,4,10.0,3.0,2.0
H1,TinyStories validation,4,111,111,2,1,8.0,8.0,8.0
H1,TinyStories validation,4,111,111,2,2,8.0,8.0,7.0
H1,TinyStories validation,4,111,111,2,3,8.0,7.0,5.0
H1,TinyStories validation,4,111,111,2,4,8.0,5.0,4.0
H1,TinyStories validation,4,111,111,3,1,10.0,10.0,10.0
H1,TinyStories validation,4,111,111,3,2,10.0,10.0,7.0
H1,TinyStories validation,4,111,111,3,3,10.0,7.0,4.0
H1,TinyStories validation,4,111,111,3,4,9.0,3.0,2.0
H1,TinyStories validation,4,112,112,0,1,10.0,10.0,10.0
H1,TinyStories validation,4,112,112,0,2,10.0,10.0,7.0
H1,TinyStories validation,4,112,112,0,3,9.0,6.0,4.0
H1,TinyStories validation,4,112,112,0,4,9.0,4.0,2.0
H1,TinyStories validation,4,112,112,1,1,9.0,9.0,9.0
H1,TinyStories validation,4,112,112,1,2,8.0,8.0,8.0
H1,TinyStories validation,4,112,112,1,3,8.0,8.0,4.0
H1,TinyStories validation,4,112,112,1,4,8.0,4.0,3.0
H1,TinyStories validation,4,112,112,2,1,8.0,8.0,8.0
H1,TinyStories validation,4,112,112,2,2,8.0,8.0,7.0
H1,TinyStories validation,4,112,112,2,3,7.0,6.0,6.0
H1,TinyStories validation,4,112,112,2,4,7.0,6.0,4.0
H1,TinyStories validation,4,112,112,3,1,12.0,12.0,12.0
H1,TinyStories validation,4,112,112,3,2,11.0,11.0,8.0
H1,TinyStories validation,4,112,112,3,3,11.0,8.0,1.0
H1,TinyStories validation,4,112,112,3,4,11.0,1.0,0.0
H1,TinyStories validation,4,113,113,0,1,9.0,9.0,9.0
H1,TinyStories validation,4,113,113,0,2,8.0,8.0,6.0
H1,TinyStories validation,4,113,113,0,3,8.0,6.0,5.0
H1,TinyStories validation,4,113,113,0,4,8.0,5.0,4.0
H1,TinyStories validation,4,113,113,1,1,8.0,8.0,8.0
H1,TinyStories validation,4,113,113,1,2,8.0,8.0,8.0
H1,TinyStories validation,4,113,113,1,3,7.0,7.0,6.0
H1,TinyStories validation,4,113,113,1,4,7.0,6.0,3.0
H1,TinyStories validation,4,113,113,2,1,9.0,9.0,9.0
H1,TinyStories validation,4,113,113,2,2,9.0,9.0,6.0
H1,TinyStories validation,4,113,113,2,3,9.0,6.0,5.0
H1,TinyStories validation,4,113,113,2,4,8.0,4.0,4.0
H1,TinyStories validation,4,113,113,3,1,7.0,7.0,7.0
H1,TinyStories validation,4,113,113,3,2,7.0,7.0,7.0
H1,TinyStories validation,4,113,113,3,3,7.0,7.0,6.0
H1,TinyStories validation,4,113,113,3,4,7.0,6.0,5.0
H1,TinyStories validation,4,114,114,0,1,8.0,8.0,8.0
H1,TinyStories validation,4,114,114,0,2,8.0,8.0,7.0
H1,TinyStories validation,4,114,114,0,3,8.0,7.0,6.0
H1,TinyStories validation,4,114,114,0,4,7.0,5.0,4.0
H1,TinyStories validation,4,114,114,1,1,11.0,11.0,11.0
H1,TinyStories validation,4,114,114,1,2,10.0,10.0,5.0
H1,TinyStories validation,4,114,114,1,3,10.0,5.0,5.0
H1,TinyStories validation,4,114,114,1,4,10.0,5.0,1.0
H1,TinyStories validation,4,114,114,2,1,10.0,10.0,10.0
H1,TinyStories validation,4,114,114,2,2,10.0,10.0,8.0
H1,TinyStories validation,4,114,114,2,3,10.0,8.0,4.0
H1,TinyStories validation,4,114,114,2,4,9.0,3.0,1.0
H1,TinyStories validation,4,114,114,3,1,8.0,8.0,8.0
H1,TinyStories validation,4,114,114,3,2,8.0,8.0,8.0
H1,TinyStories validation,4,114,114,3,3,8.0,8.0,5.0
H1,TinyStories validation,4,114,114,3,4,8.0,5.0,3.0
H1,TinyStories validation,4,115,115,0,1,9.0,9.0,9.0
H1,TinyStories validation,4,115,115,0,2,9.0,9.0,9.0
H1,TinyStories validation,4,115,115,0,3,9.0,9.0,3.0
H1,TinyStories validation,4,115,115,0,4,8.0,3.0,2.0
H1,TinyStories validation,4,115,115,1,1,13.0,13.0,13.0
H1,TinyStories validation,4,115,115,1,2,13.0,13.0,5.0
H1,TinyStories validation,4,115,115,1,3,12.0,4.0,2.0
H1,TinyStories validation,4,115,115,1,4,12.0,2.0,0.0
H1,TinyStories validation,4,115,115,2,1,9.0,9.0,9.0
H1,TinyStories validation,4,115,115,2,2,9.0,9.0,8.0
H1,TinyStories validation,4,115,115,2,3,9.0,8.0,4.0
H1,TinyStories validation,4,115,115,2,4,9.0,4.0,3.0
H1,TinyStories validation,4,115,115,3,1,7.0,7.0,7.0
H1,TinyStories validation,4,115,115,3,2,7.0,7.0,6.0
H1,TinyStories validation,4,115,115,3,3,7.0,6.0,6.0
H1,TinyStories validation,4,115,115,3,4,7.0,6.0,6.0
H1,TinyStories validation,4,116,116,0,1,9.0,9.0,9.0
H1,TinyStories validation,4,116,116,0,2,8.0,8.0,7.0
H1,TinyStories validation,4,116,116,0,3,8.0,7.0,5.0
H1,TinyStories validation,4,116,116,0,4,8.0,5.0,3.0
H1,TinyStories validation,4,116,116,1,1,9.0,9.0,9.0
H1,TinyStories validation,4,116,116,1,2,9.0,9.0,8.0
H1,TinyStories validation,4,116,116,1,3,9.0,8.0,5.0
H1,TinyStories validation,4,116,116,1,4,8.0,5.0,1.0
H1,TinyStories validation,4,116,116,2,1,10.0,10.0,10.0
H1,TinyStories validation,4,116,116,2,2,10.0,10.0,7.0
H1,TinyStories validation,4,116,116,2,3,9.0,6.0,3.0
H1,TinyStories validation,4,116,116,2,4,9.0,3.0,3.0
H1,TinyStories validation,4,116,116,3,1,10.0,10.0,10.0
H1,TinyStories validation,4,116,116,3,2,10.0,10.0,7.0
H1,TinyStories validation,4,116,116,3,3,10.0,7.0,4.0
H1,TinyStories validation,4,116,116,3,4,10.0,4.0,1.0
H1,TinyStories validation,4,117,117,0,1,9.0,9.0,9.0
H1,TinyStories validation,4,117,117,0,2,9.0,9.0,7.0
H1,TinyStories validation,4,117,117,0,3,9.0,7.0,4.0
H1,TinyStories validation,4,117,117,0,4,9.0,4.0,4.0
H1,TinyStories validation,4,117,117,1,1,10.0,10.0,10.0
H1,TinyStories validation,4,117,117,1,2,10.0,10.0,6.0
H1,TinyStories validation,4,117,117,1,3,10.0,6.0,4.0
H1,TinyStories validation,4,117,117,1,4,9.0,3.0,3.0
H1,TinyStories validation,4,117,117,2,1,10.0,10.0,10.0
H1,TinyStories validation,4,117,117,2,2,9.0,9.0,7.0
H1,TinyStories validation,4,117,117,2,3,9.0,7.0,5.0
H1,TinyStories validation,4,117,117,2,4,9.0,5.0,1.0
H1,TinyStories validation,4,117,117,3,1,8.0,8.0,8.0
H1,TinyStories validation,4,117,117,3,2,8.0,8.0,8.0
H1,TinyStories validation,4,117,117,3,3,8.0,8.0,5.0
H1,TinyStories validation,4,117,117,3,4,8.0,5.0,3.0
H1,TinyStories validation,4,118,118,0,1,10.0,10.0,10.0
H1,TinyStories validation,4,118,118,0,2,10.0,10.0,8.0
H1,TinyStories validation,4,118,118,0,3,10.0,8.0,4.0
H1,TinyStories validation,4,118,118,0,4,9.0,3.0,1.0
H1,TinyStories validation,4,118,118,1,1,11.0,11.0,11.0
H1,TinyStories validation,4,118,118,1,2,11.0,11.0,7.0
H1,TinyStories validation,4,118,118,1,3,10.0,6.0,4.0
H1,TinyStories validation,4,118,118,1,4,10.0,4.0,0.0
H1,TinyStories validation,4,118,118,2,1,11.0,11.0,11.0
H1,TinyStories validation,4,118,118,2,2,10.0,10.0,7.0
H1,TinyStories validation,4,118,118,2,3,10.0,7.0,3.0
H1,TinyStories validation,4,118,118,2,4,10.0,3.0,1.0
H1,TinyStories validation,4,118,118,3,1,10.0,10.0,10.0
H1,TinyStories validation,4,118,118,3,2,10.0,10.0,6.0
H1,TinyStories validation,4,118,118,3,3,10.0,6.0,6.0
H1,TinyStories validation,4,118,118,3,4,9.0,5.0,1.0
H1,TinyStories validation,4,119,119,0,1,9.0,9.0,9.0
H1,TinyStories validation,4,119,119,0,2,8.0,8.0,6.0
H1,TinyStories validation,4,119,119,0,3,8.0,6.0,5.0
H1,TinyStories validation,4,119,119,0,4,8.0,5.0,4.0
H1,TinyStories validation,4,119,119,1,1,10.0,10.0,10.0
H1,TinyStories validation,4,119,119,1,2,9.0,9.0,5.0
H1,TinyStories validation,4,119,119,1,3,9.0,5.0,5.0
H1,TinyStories validation,4,119,119,1,4,8.0,5.0,3.0
H1,TinyStories validation,4,119,119,2,1,9.0,9.0,9.0
H1,TinyStories validation,4,119,119,2,2,9.0,9.0,6.0
H1,TinyStories validation,4,119,119,2,3,9.0,6.0,5.0
H1,TinyStories validation,4,119,119,2,4,9.0,5.0,4.0
H1,TinyStories validation,4,119,119,3,1,9.0,9.0,9.0
H1,TinyStories validation,4,119,119,3,2,9.0,9.0,7.0
H1,TinyStories validation,4,119,119,3,3,8.0,6.0,4.0
H1,TinyStories validation,4,119,119,3,4,8.0,4.0,4.0
H1,TinyStories validation,4,120,120,0,1,11.0,11.0,11.0
H1,TinyStories validation,4,120,120,0,2,11.0,11.0,7.0
H1,TinyStories validation,4,120,120,0,3,10.0,6.0,3.0
H1,TinyStories validation,4,120,120,0,4,10.0,3.0,1.0
H1,TinyStories validation,4,120,120,1,1,8.0,8.0,8.0
H1,TinyStories validation,4,120,120,1,2,8.0,8.0,8.0
H1,TinyStories validation,4,120,120,1,3,8.0,8.0,5.0
H1,TinyStories validation,4,120,120,1,4,7.0,5.0,3.0
H1,TinyStories validation,4,120,120,2,1,11.0,11.0,11.0
H1,TinyStories validation,4,120,120,2,2,11.0,11.0,7.0
H1,TinyStories validation,4,120,120,2,3,11.0,7.0,3.0
H1,TinyStories validation,4,120,120,2,4,11.0,3.0,1.0
H1,TinyStories validation,4,120,120,3,1,8.0,8.0,8.0
H1,TinyStories validation,4,120,120,3,2,8.0,8.0,8.0
H1,TinyStories validation,4,120,120,3,3,8.0,8.0,6.0
H1,TinyStories validation,4,120,120,3,4,7.0,5.0,3.0
H1,TinyStories validation,4,121,121,0,1,10.0,10.0,10.0
H1,TinyStories validation,4,121,121,0,2,9.0,9.0,8.0
H1,TinyStories validation,4,121,121,0,3,9.0,8.0,3.0
H1,TinyStories validation,4,121,121,0,4,9.0,3.0,2.0
H1,TinyStories validation,4,121,121,1,1,9.0,9.0,9.0
H1,TinyStories validation,4,121,121,1,2,9.0,9.0,6.0
H1,TinyStories validation,4,121,121,1,3,9.0,6.0,5.0
H1,TinyStories validation,4,121,121,1,4,9.0,5.0,3.0
H1,TinyStories validation,4,121,121,2,1,9.0,9.0,9.0
H1,TinyStories validation,4,121,121,2,2,8.0,8.0,7.0
H1,TinyStories validation,4,121,121,2,3,8.0,7.0,4.0
H1,TinyStories validation,4,121,121,2,4,8.0,4.0,4.0
H1,TinyStories validation,4,121,121,3,1,10.0,10.0,10.0
H1,TinyStories validation,4,121,121,3,2,10.0,10.0,8.0
H1,TinyStories validation,4,121,121,3,3,9.0,7.0,3.0
H1,TinyStories validation,4,121,121,3,4,9.0,3.0,2.0
H1,TinyStories validation,4,122,122,0,1,10.0,10.0,10.0
H1,TinyStories validation,4,122,122,0,2,10.0,10.0,7.0
H1,TinyStories validation,4,122,122,0,3,9.0,6.0,3.0
H1,TinyStories validation,4,122,122,0,4,9.0,3.0,3.0
H1,TinyStories validation,4,122,122,1,1,9.0,9.0,9.0
H1,TinyStories validation,4,122,122,1,2,9.0,9.0,7.0
H1,TinyStories validation,4,122,122,1,3,9.0,7.0,4.0
H1,TinyStories validation,4,122,122,1,4,9.0,4.0,3.0
H1,TinyStories validation,4,122,122,2,1,9.0,9.0,9.0
H1,TinyStories validation,4,122,122,2,2,8.0,8.0,6.0
H1,TinyStories validation,4,122,122,2,3,8.0,6.0,6.0
H1,TinyStories validation,4,122,122,2,4,8.0,6.0,3.0
H1,TinyStories validation,4,122,122,3,1,9.0,9.0,9.0
H1,TinyStories validation,4,122,122,3,2,8.0,8.0,7.0
H1,TinyStories validation,4,122,122,3,3,8.0,7.0,5.0
H1,TinyStories validation,4,122,122,3,4,8.0,5.0,3.0
H1,TinyStories validation,4,123,123,0,1,8.0,8.0,8.0
H1,TinyStories validation,4,123,123,0,2,8.0,8.0,7.0
H1,TinyStories validation,4,123,123,0,3,8.0,7.0,5.0
H1,TinyStories validation,4,123,123,0,4,8.0,5.0,5.0
H1,TinyStories validation,4,123,123,1,1,9.0,9.0,9.0
H1,TinyStories validation,4,123,123,1,2,9.0,9.0,6.0
H1,TinyStories validation,4,123,123,1,3,8.0,6.0,4.0
H1,TinyStories validation,4,123,123,1,4,8.0,4.0,4.0
H1,TinyStories validation,4,123,123,2,1,12.0,12.0,12.0
H1,TinyStories validation,4,123,123,2,2,12.0,12.0,5.0
H1,TinyStories validation,4,123,123,2,3,11.0,5.0,2.0
H1,TinyStories validation,4,123,123,2,4,11.0,2.0,1.0
H1,TinyStories validation,4,123,123,3,1,8.0,8.0,8.0
H1,TinyStories validation,4,123,123,3,2,8.0,8.0,7.0
H1,TinyStories validation,4,123,123,3,3,7.0,6.0,5.0
H1,TinyStories validation,4,123,123,3,4,7.0,5.0,5.0
H1,TinyStories validation,4,124,124,0,1,8.0,8.0,8.0
H1,TinyStories validation,4,124,124,0,2,8.0,8.0,8.0
H1,TinyStories validation,4,124,124,0,3,8.0,8.0,5.0
H1,TinyStories validation,4,124,124,0,4,8.0,5.0,3.0
H1,TinyStories validation,4,124,124,1,1,9.0,9.0,9.0
H1,TinyStories validation,4,124,124,1,2,9.0,9.0,8.0
H1,TinyStories validation,4,124,124,1,3,8.0,7.0,4.0
H1,TinyStories validation,4,124,124,1,4,8.0,4.0,3.0
H1,TinyStories validation,4,124,124,2,1,8.0,8.0,8.0
H1,TinyStories validation,4,124,124,2,2,8.0,8.0,7.0
H1,TinyStories validation,4,124,124,2,3,8.0,7.0,5.0
H1,TinyStories validation,4,124,124,2,4,7.0,5.0,4.0
H1,TinyStories validation,4,124,124,3,1,8.0,8.0,8.0
H1,TinyStories validation,4,124,124,3,2,8.0,8.0,8.0
H1,TinyStories validation,4,124,124,3,3,8.0,8.0,5.0
H1,TinyStories validation,4,124,124,3,4,7.0,5.0,3.0
H1,TinyStories validation,4,125,125,0,1,9.0,9.0,9.0
H1,TinyStories validation,4,125,125,0,2,8.0,8.0,7.0
H1,TinyStories validation,4,125,125,0,3,8.0,7.0,5.0
H1,TinyStories validation,4,125,125,0,4,8.0,5.0,3.0
H1,TinyStories validation,4,125,125,1,1,9.0,9.0,9.0
H1,TinyStories validation,4,125,125,1,2,9.0,9.0,7.0
H1,TinyStories validation,4,125,125,1,3,8.0,6.0,4.0
H1,TinyStories validation,4,125,125,1,4,8.0,4.0,4.0
H1,TinyStories validation,4,125,125,2,1,9.0,9.0,9.0
H1,TinyStories validation,4,125,125,2,2,9.0,9.0,8.0
H1,TinyStories validation,4,125,125,2,3,8.0,7.0,5.0
H1,TinyStories validation,4,125,125,2,4,8.0,5.0,2.0
