domain,gamma,cluster_id,prompts_in_cluster,accepted_prefix_improvement,accepted_beyond_first_improvement,acceptance_rate_improvement,emitted_tokens_improvement,verification_round_reduction
TinyStories validation,4,79,1,-0.19999999999999984,-0.20000000000000007,-0.09166666666666666,-0.13939393939393918,-1.5625
TinyStories validation,4,80,1,0.06458333333333333,0.0595328282828283,0.018321678321678303,0.03838383838383841,0.0
TinyStories validation,4,81,1,-0.15277777777777768,-0.1527777777777778,-0.023421382257589135,-0.1777777777777776,-1.5625
TinyStories validation,4,82,1,0.16666666666666663,0.16666666666666669,0.06573591724363115,0.16161616161616155,1.5625
TinyStories validation,4,83,1,-0.13749999999999996,-0.1375,-0.04785768190940605,-0.13333333333333341,-1.5625
TinyStories validation,4,84,1,-0.2388888888888887,-0.23888888888888893,-0.060500354981239554,-0.2343434343434343,-2.34375
TinyStories validation,4,85,1,0.13731060606060608,0.11458333333333331,0.0520458376802382,0.11111111111111116,0.78125
TinyStories validation,4,86,1,-0.09166666666666667,-0.09166666666666667,-0.061044812415220945,-0.0888888888888888,-0.78125
TinyStories validation,4,87,1,0.0,0.0,0.01139206419378834,0.0,0.0
TinyStories validation,4,88,1,0.06875000000000009,0.06874999999999998,0.01353114478114481,0.06060606060606066,0.78125
TinyStories validation,4,89,1,-0.1673611111111113,-0.16736111111111107,-0.05926236917616229,-0.1838383838383839,-1.5625
TinyStories validation,4,90,1,0.45972222222222237,0.4597222222222222,0.1692148431278866,0.4222222222222223,3.125
TinyStories validation,4,91,1,-0.547222222222222,-0.5263888888888889,-0.17303890340974737,-0.5333333333333332,-5.46875
TinyStories validation,4,92,1,-0.19999999999999996,-0.2,-0.07738683105999448,-0.19999999999999996,-1.5625
TinyStories validation,4,93,1,0.36805555555555547,0.3680555555555556,0.11463908058735645,0.38383838383838376,3.90625
TinyStories validation,4,94,1,-0.15555555555555556,-0.15555555555555556,-0.03826172231344645,-0.1777777777777776,-1.5625
TinyStories validation,4,95,1,0.06955128205128208,0.09227855477855473,0.014539106026788429,0.06744366744366725,0.78125
TinyStories validation,4,96,1,-0.02013888888888893,-0.020138888888888873,-0.01403602782913127,-0.016161616161616044,0.0
TinyStories validation,4,97,1,-0.23402777777777783,-0.23402777777777778,-0.08337475742648154,-0.19999999999999996,-1.5625
TinyStories validation,4,98,1,-0.04513888888888884,-0.022411616161616188,-0.002259643115183091,-0.10101010101010088,-0.78125
TinyStories validation,4,99,1,-0.09930555555555542,-0.09930555555555559,-0.04283839364658329,-0.12323232323232314,-1.5625
TinyStories validation,4,100,1,0.3368055555555557,0.3368055555555555,0.15264134014134018,0.3333333333333335,2.34375
TinyStories validation,4,101,1,-0.03888888888888897,-0.03888888888888886,0.010556311643268187,-0.0888888888888888,-0.78125
TinyStories validation,4,102,1,-0.2729166666666668,-0.27291666666666664,-0.08055213464696223,-0.28888888888888875,-2.34375
TinyStories validation,4,103,1,-0.6268037518037517,-0.6268037518037518,-0.23103373400137758,-0.5740259740259741,-6.25
TinyStories validation,4,104,1,0.11944444444444446,0.11944444444444446,0.07138567935891046,0.0888888888888888,0.78125
TinyStories validation,4,105,1,0.635218253968254,0.635218253968254,0.19497403017739617,0.7044733044733043,5.46875
