domain,gamma,prompt_index,cluster_id,trial_index,trial_seed,acceptance_rate_pos2plus_H1,mean_accepted_prefix_H1,mean_accepted_beyond_first_H1,emitted_tokens_per_round_H1,rounds_per_100_tokens_H1,verification_rounds_H1,position_1_survival_H1,decode_seconds_H1,acceptance_rate_pos2plus_H8,mean_accepted_prefix_H8,mean_accepted_beyond_first_H8,emitted_tokens_per_round_H8,rounds_per_100_tokens_H8,verification_rounds_H8,position_1_survival_H8,decode_seconds_H8,accepted_prefix_improvement,accepted_beyond_first_improvement,acceptance_rate_improvement,emitted_tokens_improvement,verification_round_reduction
TinyStories validation,4,94,94,1,194082,0.5185185185185185,2.5555555555555554,1.5555555555555556,3.5555555555555554,28.125,9.0,1.0,0.09497359399938432,0.5,2.3,1.3,3.2,31.25,10.0,1.0,0.10254154799986281,-0.25555555555555554,-0.25555555555555554,-0.01851851851851849,-0.3555555555555552,-3.125
TinyStories validation,4,94,94,2,294082,0.5,2.3,1.3,3.2,31.25,10.0,1.0,0.102296115000172,0.5,2.3,1.3,3.2,31.25,10.0,1.0,0.10171930999968026,0.0,0.0,0.0,0.0,0.0
TinyStories validation,4,94,94,3,394082,0.4642857142857143,2.3,1.3,3.2,31.25,10.0,1.0,0.10407450599996082,0.4482758620689655,2.3,1.3,3.2,31.25,10.0,1.0,0.10385586899974442,0.0,0.0,-0.016009852216748777,0.0,0.0
TinyStories validation,4,95,95,0,95082,0.48148148148148145,2.3,1.3,3.2,31.25,10.0,1.0,0.10626317100013694,0.5555555555555556,2.6666666666666665,1.6666666666666667,3.5555555555555554,28.125,9.0,1.0,0.09417547900011414,0.3666666666666667,0.3666666666666667,0.07407407407407413,0.3555555555555552,3.125
TinyStories validation,4,95,95,1,195082,0.19444444444444445,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.13555789699967136,0.6,2.6666666666666665,1.6666666666666667,3.5555555555555554,28.125,9.0,1.0,0.09380243099985819,1.128205128205128,1.1282051282051282,0.40555555555555556,1.0940170940170937,12.5
TinyStories validation,4,95,95,2,295082,0.625,2.6666666666666665,1.6666666666666667,3.5555555555555554,28.125,9.0,1.0,0.09016528899974219,0.2647058823529412,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.12336598399997456,-0.9166666666666665,-0.9166666666666667,-0.3602941176470588,-0.8888888888888888,-9.375
TinyStories validation,4,95,95,3,395082,0.4482758620689655,2.3,1.3,3.2,31.25,10.0,1.0,0.10235987299984117,0.3870967741935484,2.0,1.0909090909090908,2.909090909090909,34.375,11.0,0.9090909090909091,0.11340885299978254,-0.2999999999999998,-0.20909090909090922,-0.06117908787541715,-0.290909090909091,-3.125
TinyStories validation,4,96,96,0,96082,0.5384615384615384,2.5555555555555554,1.5555555555555556,3.5555555555555554,28.125,9.0,1.0,0.0930705360005959,0.5,2.3,1.3,3.2,31.25,10.0,1.0,0.10330380600044009,-0.25555555555555554,-0.25555555555555554,-0.038461538461538436,-0.3555555555555552,-3.125
TinyStories validation,4,96,96,1,196082,0.7727272727272727,3.125,2.125,4.0,25.0,8.0,1.0,0.08273629599989363,0.6666666666666666,3.0,2.0,4.0,25.0,8.0,1.0,0.08661191299961501,-0.125,-0.125,-0.10606060606060608,0.0,0.0
TinyStories validation,4,96,96,2,296082,0.41379310344827586,2.2,1.2,3.2,31.25,10.0,1.0,0.10316642900033912,0.48148148148148145,2.3,1.3,3.2,31.25,10.0,1.0,0.10427133299981506,0.09999999999999964,0.10000000000000009,0.0676883780332056,0.0,0.0
TinyStories validation,4,96,96,3,396082,0.3793103448275862,2.0,1.0,2.909090909090909,34.375,11.0,1.0,0.11135084700072184,0.4,2.2,1.2,3.2,31.25,10.0,1.0,0.10578095900018525,0.20000000000000018,0.19999999999999996,0.020689655172413834,0.290909090909091,3.125
TinyStories validation,4,97,97,0,97082,0.6,2.6666666666666665,1.6666666666666667,3.5555555555555554,28.125,9.0,1.0,0.09158794300037698,0.4642857142857143,2.3,1.3,3.2,31.25,10.0,1.0,0.10285143900000548,-0.3666666666666667,-0.3666666666666667,-0.13571428571428568,-0.3555555555555552,-3.125
TinyStories validation,4,97,97,1,197082,0.43333333333333335,2.3,1.3,3.2,31.25,10.0,1.0,0.1043202509999901,0.4642857142857143,2.3,1.3,3.2,31.25,10.0,1.0,0.10362093999992794,0.0,0.0,0.030952380952380953,0.0,0.0
TinyStories validation,4,97,97,2,297082,0.4642857142857143,2.3,1.3,3.2,31.25,10.0,1.0,0.10602731200015114,0.4482758620689655,2.3,1.3,3.2,31.25,10.0,1.0,0.10366421700018691,0.0,0.0,-0.016009852216748777,0.0,0.0
TinyStories validation,4,97,97,3,397082,0.7727272727272727,3.125,2.125,4.0,25.0,8.0,1.0,0.08287361100065027,0.56,2.5555555555555554,1.5555555555555556,3.5555555555555554,28.125,9.0,1.0,0.09318077199986874,-0.5694444444444446,-0.5694444444444444,-0.21272727272727265,-0.44444444444444464,-3.125
TinyStories validation,4,98,98,0,98082,0.56,2.5555555555555554,1.5555555555555556,3.5555555555555554,28.125,9.0,1.0,0.0931699929997194,0.3548387096774194,2.0,1.0,2.909090909090909,34.375,11.0,1.0,0.1142556209997565,-0.5555555555555554,-0.5555555555555556,-0.20516129032258068,-0.6464646464646462,-6.25
TinyStories validation,4,98,98,1,198082,0.6956521739130435,3.0,2.0,4.0,25.0,8.0,1.0,0.08409053000013955,0.7727272727272727,3.125,2.125,4.0,25.0,8.0,1.0,0.08281550199990306,0.125,0.125,0.07707509881422925,0.0,0.0
TinyStories validation,4,98,98,2,298082,0.4642857142857143,2.3,1.3,3.2,31.25,10.0,1.0,0.10407052299979114,0.4,2.0,1.0909090909090908,2.909090909090909,34.375,11.0,0.9090909090909091,0.11348135699972772,-0.2999999999999998,-0.20909090909090922,-0.06428571428571428,-0.290909090909091,-3.125
TinyStories validation,4,98,98,3,398082,0.25,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.12631740899996657,0.43333333333333335,2.3,1.3,3.2,31.25,10.0,1.0,0.10431196599984105,0.5499999999999998,0.55,0.18333333333333335,0.5333333333333337,6.25
TinyStories validation,4,99,99,0,99082,0.5384615384615384,2.5555555555555554,1.5555555555555556,3.5555555555555554,28.125,9.0,1.0,0.09534442200038029,0.7083333333333334,3.125,2.125,4.0,25.0,8.0,1.0,0.08421853400068358,0.5694444444444446,0.5694444444444444,0.16987179487179493,0.44444444444444464,3.125
TinyStories validation,4,99,99,1,199082,0.625,2.6666666666666665,1.6666666666666667,3.5555555555555554,28.125,9.0,1.0,0.09584301900031278,0.34375,2.0,1.0,2.909090909090909,34.375,11.0,1.0,0.1169675040000584,-0.6666666666666665,-0.6666666666666667,-0.28125,-0.6464646464646462,-6.25
TinyStories validation,4,99,99,2,299082,0.6,2.6666666666666665,1.6666666666666667,3.5555555555555554,28.125,9.0,1.0,0.09401108400015801,0.3793103448275862,2.0,1.0,2.909090909090909,34.375,11.0,1.0,0.1131683180001346,-0.6666666666666665,-0.6666666666666667,-0.2206896551724138,-0.6464646464646462,-6.25
TinyStories validation,4,99,99,3,399082,0.4642857142857143,2.3,1.3,3.2,31.25,10.0,1.0,0.10422356700019009,0.625,2.6666666666666665,1.6666666666666667,3.5555555555555554,28.125,9.0,1.0,0.09503764199962461,0.3666666666666667,0.3666666666666667,0.1607142857142857,0.3555555555555552,3.125
TinyStories validation,4,100,100,0,100082,0.4642857142857143,2.3,1.3,3.2,31.25,10.0,1.0,0.10486669799956871,0.7727272727272727,3.125,2.125,4.0,25.0,8.0,1.0,0.0831318979999196,0.8250000000000002,0.825,0.3084415584415584,0.7999999999999998,6.25
TinyStories validation,4,100,100,1,200082,0.5185185185185185,2.5555555555555554,1.5555555555555556,3.5555555555555554,28.125,9.0,1.0,0.09648373000072752,0.7272727272727273,3.0,2.0,4.0,25.0,8.0,1.0,0.08268004799992923,0.44444444444444464,0.4444444444444444,0.2087542087542088,0.44444444444444464,3.125
TinyStories validation,4,100,100,2,300082,0.5769230769230769,2.6666666666666665,1.6666666666666667,3.5555555555555554,28.125,9.0,1.0,0.09543737999956647,0.7272727272727273,3.0,2.0,4.0,25.0,8.0,1.0,0.08427020700037247,0.3333333333333335,0.33333333333333326,0.15034965034965042,0.44444444444444464,3.125
TinyStories validation,4,100,100,3,400082,0.5384615384615384,2.5555555555555554,1.5555555555555556,3.5555555555555554,28.125,9.0,1.0,0.09572030900017126,0.48148148148148145,2.3,1.3,3.2,31.25,10.0,1.0,0.10429375100011384,-0.25555555555555554,-0.25555555555555554,-0.05698005698005698,-0.3555555555555552,-3.125
TinyStories validation,4,101,101,0,101082,0.4,2.2,1.2,3.2,31.25,10.0,1.0,0.10582759099997929,0.5,2.3,1.3,3.2,31.25,10.0,1.0,0.10189770399938425,0.09999999999999964,0.10000000000000009,0.09999999999999998,0.0,0.0
TinyStories validation,4,101,101,1,201082,0.5384615384615384,2.5555555555555554,1.5555555555555556,3.5555555555555554,28.125,9.0,1.0,0.0956823179994899,0.4642857142857143,2.3,1.3,3.2,31.25,10.0,1.0,0.10385404099997686,-0.25555555555555554,-0.25555555555555554,-0.07417582417582413,-0.3555555555555552,-3.125
TinyStories validation,4,101,101,2,301082,0.7391304347826086,3.125,2.125,4.0,25.0,8.0,1.0,0.08480406699982268,0.7727272727272727,3.125,2.125,4.0,25.0,8.0,1.0,0.08384770800057595,0.0,0.0,0.03359683794466406,0.0,0.0
TinyStories validation,4,101,101,3,401082,0.48148148148148145,2.3,1.3,3.2,31.25,10.0,1.0,0.10302177199992002,0.4642857142857143,2.3,1.3,3.2,31.25,10.0,1.0,0.10784296800011361,0.0,0.0,-0.017195767195767153,0.0,0.0
TinyStories validation,4,102,102,0,102082,0.41379310344827586,2.2,1.2,3.2,31.25,10.0,1.0,0.10484949599958782,0.4642857142857143,2.3,1.3,3.2,31.25,10.0,1.0,0.1035063250001258,0.09999999999999964,0.10000000000000009,0.050492610837438445,0.0,0.0
TinyStories validation,4,102,102,1,202082,0.7083333333333334,3.125,2.125,4.0,25.0,8.0,1.0,0.08546484599992255,0.5,2.3,1.3,3.2,31.25,10.0,1.0,0.1018931500002509,-0.8250000000000002,-0.825,-0.20833333333333337,-0.7999999999999998,-6.25
TinyStories validation,4,102,102,2,302082,0.3793103448275862,2.0,1.0,2.909090909090909,34.375,11.0,1.0,0.11433844899966061,0.4482758620689655,2.3,1.3,3.2,31.25,10.0,1.0,0.10484679999990476,0.2999999999999998,0.30000000000000004,0.06896551724137934,0.290909090909091,3.125
TinyStories validation,4,102,102,3,402082,0.6,2.6666666666666665,1.6666666666666667,3.5555555555555554,28.125,9.0,1.0,0.09542103500007215,0.36666666666666664,2.0,1.0,2.909090909090909,34.375,11.0,1.0,0.11341457199978322,-0.6666666666666665,-0.6666666666666667,-0.23333333333333334,-0.6464646464646462,-6.25
TinyStories validation,4,103,103,0,103082,0.5,2.3,1.3,3.2,31.25,10.0,1.0,0.10398851199988712,0.0975609756097561,1.2857142857142858,0.2857142857142857,2.2857142857142856,43.75,14.0,1.0,0.1470772989996476,-1.014285714285714,-1.0142857142857142,-0.4024390243902439,-0.9142857142857146,-12.5
TinyStories validation,4,103,103,1,203082,0.6,2.6666666666666665,1.6666666666666667,3.5555555555555554,28.125,9.0,1.0,0.09461046899923531,0.3225806451612903,1.9090909090909092,0.9090909090909091,2.909090909090909,34.375,11.0,1.0,0.11291369099944859,-0.7575757575757573,-0.7575757575757577,-0.27741935483870966,-0.6464646464646462,-6.25
TinyStories validation,4,103,103,2,303082,0.42857142857142855,2.2,1.2,3.2,31.25,10.0,1.0,0.10492882699963957,0.3125,1.9090909090909092,0.9090909090909091,2.909090909090909,34.375,11.0,1.0,0.11387588800062076,-0.290909090909091,-0.2909090909090909,-0.11607142857142855,-0.290909090909091,-3.125
TinyStories validation,4,103,103,3,403082,0.6666666666666666,3.0,2.0,4.0,25.0,8.0,1.0,0.08431286300037755,0.5384615384615384,2.5555555555555554,1.5555555555555556,3.5555555555555554,28.125,9.0,1.0,0.09395111400044698,-0.44444444444444464,-0.4444444444444444,-0.1282051282051282,-0.44444444444444464,-3.125
TinyStories validation,4,104,104,0,104082,0.41379310344827586,2.2,1.2,3.2,31.25,10.0,1.0,0.10499903399977484,0.3793103448275862,2.0,1.0,2.909090909090909,34.375,11.0,1.0,0.11370538799928909,-0.20000000000000018,-0.19999999999999996,-0.03448275862068967,-0.290909090909091,-3.125
TinyStories validation,4,104,104,1,204082,0.4642857142857143,2.3,1.3,3.2,31.25,10.0,1.0,0.10374953900009132,0.42857142857142855,2.2,1.2,3.2,31.25,10.0,1.0,0.10472148700046091,-0.09999999999999964,-0.10000000000000009,-0.035714285714285754,0.0,0.0
TinyStories validation,4,104,104,2,304082,0.3548387096774194,2.0,1.0,2.909090909090909,34.375,11.0,1.0,0.11416241999995691,0.6521739130434783,2.6666666666666665,1.6666666666666667,3.5555555555555554,28.125,9.0,1.0,0.0910339579995707,0.6666666666666665,0.6666666666666667,0.2973352033660589,0.6464646464646462,6.25
TinyStories validation,4,104,104,3,404082,0.5185185185185185,2.5555555555555554,1.5555555555555556,3.5555555555555554,28.125,9.0,1.0,0.0949992559999373,0.5769230769230769,2.6666666666666665,1.6666666666666667,3.5555555555555554,28.125,9.0,1.0,0.09273242099970957,0.11111111111111116,0.11111111111111116,0.05840455840455838,0.0,0.0
TinyStories validation,4,105,105,0,105082,0.48148148148148145,2.3,1.3,3.2,31.25,10.0,1.0,0.10404648799976712,0.5185185185185185,2.5555555555555554,1.5555555555555556,3.5555555555555554,28.125,9.0,1.0,0.09449828800006799,0.25555555555555554,0.25555555555555554,0.037037037037037035,0.3555555555555552,3.125
TinyStories validation,4,105,105,1,205082,0.3548387096774194,2.0,1.0,2.909090909090909,34.375,11.0,1.0,0.11453131800044503,0.8571428571428571,3.5714285714285716,2.5714285714285716,4.571428571428571,21.875,7.0,1.0,0.07495665599981294,1.5714285714285716,1.5714285714285716,0.5023041474654377,1.662337662337662,12.5
TinyStories validation,4,105,105,2,305082,0.48148148148148145,2.3,1.3,3.2,31.25,10.0,1.0,0.10366676899957383,0.7391304347826086,3.125,2.125,4.0,25.0,8.0,1.0,0.08531828900049732,0.8250000000000002,0.825,0.2576489533011272,0.7999999999999998,6.25
TinyStories validation,4,105,105,3,405082,0.5555555555555556,2.6666666666666665,1.6666666666666667,3.5555555555555554,28.125,9.0,1.0,0.09577609699954337,0.5384615384615384,2.5555555555555554,1.5555555555555556,3.5555555555555554,28.125,9.0,1.0,0.09401615000024321,-0.11111111111111116,-0.11111111111111116,-0.017094017094017144,0.0,0.0
TinyStories validation,4,106,106,0,106082,0.6,2.6666666666666665,1.6666666666666667,3.5555555555555554,28.125,9.0,1.0,0.09544864799954667,0.48148148148148145,2.3,1.3,3.2,31.25,10.0,1.0,0.1020874610003375,-0.3666666666666667,-0.3666666666666667,-0.11851851851851852,-0.3555555555555552,-3.125
TinyStories validation,4,106,106,1,206082,0.4642857142857143,2.3,1.3,3.2,31.25,10.0,1.0,0.10422959400057152,0.43333333333333335,2.3,1.3,3.2,31.25,10.0,1.0,0.10434981000071275,0.0,0.0,-0.030952380952380953,0.0,0.0
TinyStories validation,4,106,106,2,306082,0.5384615384615384,2.5555555555555554,1.5555555555555556,3.5555555555555554,28.125,9.0,1.0,0.0944011199999295,0.5384615384615384,2.5555555555555554,1.5555555555555556,3.5555555555555554,28.125,9.0,1.0,0.09525777099952393,0.0,0.0,0.0,0.0,0.0
TinyStories validation,4,106,106,3,406082,0.4642857142857143,2.3,1.3,3.2,31.25,10.0,1.0,0.10387866200017015,0.7083333333333334,3.125,2.125,4.0,25.0,8.0,1.0,0.0850716149998334,0.8250000000000002,0.825,0.24404761904761907,0.7999999999999998,6.25
TinyStories validation,4,107,107,0,107082,0.3793103448275862,2.0,1.0,2.909090909090909,34.375,11.0,1.0,0.11296513999968738,0.34375,2.0,1.0,2.909090909090909,34.375,11.0,1.0,0.11383785300040472,0.0,0.0,-0.03556034482758619,0.0,0.0
TinyStories validation,4,107,107,1,207082,0.5185185185185185,2.5555555555555554,1.5555555555555556,3.5555555555555554,28.125,9.0,1.0,0.09575846700045076,0.48148148148148145,2.3,1.3,3.2,31.25,10.0,1.0,0.10322709400043095,-0.25555555555555554,-0.25555555555555554,-0.037037037037037035,-0.3555555555555552,-3.125
TinyStories validation,4,107,107,2,307082,0.6,2.6666666666666665,1.6666666666666667,3.5555555555555554,28.125,9.0,1.0,0.09295624400056113,0.5185185185185185,2.5555555555555554,1.5555555555555556,3.5555555555555554,28.125,9.0,1.0,0.09857335000015155,-0.11111111111111116,-0.11111111111111116,-0.08148148148148149,0.0,0.0
TinyStories validation,4,107,107,3,407082,0.41379310344827586,2.2,1.2,3.2,31.25,10.0,1.0,0.10513066000021354,0.5769230769230769,2.6666666666666665,1.6666666666666667,3.5555555555555554,28.125,9.0,1.0,0.09869424800035631,0.46666666666666634,0.4666666666666668,0.16312997347480102,0.3555555555555552,3.125
TinyStories validation,4,108,108,0,108082,0.5185185185185185,2.5555555555555554,1.5555555555555556,3.5555555555555554,28.125,9.0,1.0,0.09457365100024617,0.6666666666666666,3.0,2.0,4.0,25.0,8.0,1.0,0.08698314699995535,0.44444444444444464,0.4444444444444444,0.14814814814814814,0.44444444444444464,3.125
TinyStories validation,4,108,108,1,208082,0.625,2.6666666666666665,1.6666666666666667,3.5555555555555554,28.125,9.0,1.0,0.09288494500015076,0.5185185185185185,2.5555555555555554,1.5555555555555556,3.5555555555555554,28.125,9.0,1.0,0.09846115500022279,-0.11111111111111116,-0.11111111111111116,-0.10648148148148151,0.0,0.0
TinyStories validation,4,108,108,2,308082,0.2647058823529412,1.6666666666666667,0.75,2.6666666666666665,37.5,12.0,0.9166666666666666,0.12559709000015573,0.5769230769230769,2.6666666666666665,1.6666666666666667,3.5555555555555554,28.125,9.0,1.0,0.0987368879996211,0.9999999999999998,0.9166666666666667,0.3122171945701357,0.8888888888888888,9.375
TinyStories validation,4,108,108,3,408082,0.43333333333333335,2.3,1.3,3.2,31.25,10.0,1.0,0.10552447400004894,0.56,2.5555555555555554,1.5555555555555556,3.5555555555555554,28.125,9.0,1.0,0.09805728799983626,0.25555555555555554,0.25555555555555554,0.1266666666666667,0.3555555555555552,3.125
TinyStories validation,4,109,109,0,109082,0.7391304347826086,3.125,2.125,4.0,25.0,8.0,1.0,0.08478458799982036,0.7391304347826086,3.125,2.125,4.0,25.0,8.0,1.0,0.08634018099928653,0.0,0.0,0.0,0.0,0.0
TinyStories validation,4,109,109,1,209082,0.4482758620689655,2.3,1.3,3.2,31.25,10.0,1.0,0.10692702300002566,0.48148148148148145,2.3,1.3,3.2,31.25,10.0,1.0,0.10591390799982037,0.0,0.0,0.03320561941251593,0.0,0.0
TinyStories validation,4,109,109,2,309082,0.6,2.6666666666666665,1.6666666666666667,3.5555555555555554,28.125,9.0,1.0,0.09314634300062608,0.5185185185185185,2.5555555555555554,1.5555555555555556,3.5555555555555554,28.125,9.0,1.0,0.09809732900066592,-0.11111111111111116,-0.11111111111111116,-0.08148148148148149,0.0,0.0
TinyStories validation,4,109,109,3,409082,0.5555555555555556,2.6666666666666665,1.6666666666666667,3.5555555555555554,28.125,9.0,1.0,0.0945007500004067,0.48148148148148145,2.3,1.3,3.2,31.25,10.0,1.0,0.10545863000061217,-0.3666666666666667,-0.3666666666666667,-0.07407407407407413,-0.3555555555555552,-3.125
TinyStories validation,4,110,110,0,110082,0.625,2.6666666666666665,1.6666666666666667,3.5555555555555554,28.125,9.0,1.0,0.09325869399981457,0.36666666666666664,2.0,1.0,2.909090909090909,34.375,11.0,1.0,0.11627755700010312,-0.6666666666666665,-0.6666666666666667,-0.25833333333333336,-0.6464646464646462,-6.25
TinyStories validation,4,110,110,1,210082,0.5769230769230769,2.6666666666666665,1.6666666666666667,3.5555555555555554,28.125,9.0,1.0,0.09464888999991672,0.4642857142857143,2.3,1.3,3.2,31.25,10.0,1.0,0.10791932300071494,-0.3666666666666667,-0.3666666666666667,-0.11263736263736257,-0.3555555555555552,-3.125
TinyStories validation,4,110,110,2,310082,0.48148148148148145,2.3,1.3,3.2,31.25,10.0,1.0,0.10333346099923801,0.4,2.2,1.2,3.2,31.25,10.0,1.0,0.10938887599968439,-0.09999999999999964,-0.10000000000000009,-0.08148148148148143,0.0,0.0
TinyStories validation,4,110,110,3,410082,0.7083333333333334,3.125,2.125,4.0,25.0,8.0,1.0,0.08427734300039447,0.3548387096774194,2.0,1.0,2.909090909090909,34.375,11.0,1.0,0.11815549000039027,-1.125,-1.125,-0.353494623655914,-1.0909090909090908,-9.375
TinyStories validation,4,111,111,0,111082,0.7391304347826086,3.125,2.125,4.0,25.0,8.0,1.0,0.084083112999906,0.3793103448275862,2.0,1.0,2.909090909090909,34.375,11.0,1.0,0.11730535700007749,-1.125,-1.125,-0.35982008995502246,-1.0909090909090908,-9.375
TinyStories validation,4,111,111,1,211082,0.3548387096774194,2.0,1.0,2.909090909090909,34.375,11.0,1.0,0.11971216599977197,0.5,2.3,1.3,3.2,31.25,10.0,1.0,0.10564248900027451,0.2999999999999998,0.30000000000000004,0.14516129032258063,0.290909090909091,3.125
TinyStories validation,4,111,111,2,311082,0.6666666666666666,3.0,2.0,4.0,25.0,8.0,1.0,0.08687636499962537,0.36666666666666664,2.0,1.0,2.909090909090909,34.375,11.0,1.0,0.11784676700062846,-1.0,-1.0,-0.3,-1.0909090909090908,-9.375
TinyStories validation,4,111,111,3,411082,0.4482758620689655,2.3,1.3,3.2,31.25,10.0,1.0,0.10386091400050645,0.5185185185185185,2.5555555555555554,1.5555555555555556,3.5555555555555554,28.125,9.0,1.0,0.09909971999968548,0.25555555555555554,0.25555555555555554,0.07024265644955296,0.3555555555555552,3.125
TinyStories validation,4,112,112,0,112082,0.4642857142857143,2.3,1.3,3.2,31.25,10.0,1.0,0.1046504529995218,0.5185185185185185,2.5555555555555554,1.5555555555555556,3.5555555555555554,28.125,9.0,1.0,0.09861914200064348,0.25555555555555554,0.25555555555555554,0.05423280423280419,0.3555555555555552,3.125
TinyStories validation,4,112,112,1,212082,0.625,2.6666666666666665,1.6666666666666667,3.5555555555555554,28.125,9.0,1.0,0.09316701099942293,0.625,2.6666666666666665,1.6666666666666667,3.5555555555555554,28.125,9.0,1.0,0.09639042199978576,0.0,0.0,0.0,0.0,0.0
TinyStories validation,4,112,112,2,312082,0.7727272727272727,3.125,2.125,4.0,25.0,8.0,1.0,0.08473923800011107,0.5769230769230769,2.6666666666666665,1.6666666666666667,3.5555555555555554,28.125,9.0,1.0,0.09766465700067783,-0.4583333333333335,-0.45833333333333326,-0.19580419580419584,-0.44444444444444464,-3.125
TinyStories validation,4,112,112,3,412082,0.2727272727272727,1.75,0.75,2.6666666666666665,37.5,12.0,1.0,0.12804108900036226,0.6,2.6666666666666665,1.6666666666666667,3.5555555555555554,28.125,9.0,1.0,0.09683376800057886,0.9166666666666665,0.9166666666666667,0.32727272727272727,0.8888888888888888,9.375
TinyStories validation,4,113,113,0,113082,0.625,2.6666666666666665,1.6666666666666667,3.5555555555555554,28.125,9.0,1.0,0.09437082599924906,0.6956521739130435,3.0,2.0,4.0,25.0,8.0,1.0,0.08623680399978184,0.3333333333333335,0.33333333333333326,0.07065217391304346,0.44444444444444464,3.125
TinyStories validation,4,113,113,1,213082,0.7727272727272727,3.125,2.125,4.0,25.0,8.0,1.0,0.08335517400064418,0.48148148148148145,2.3,1.3,3.2,31.25,10.0,1.0,0.10508929299976444,-0.8250000000000002,-0.825,-0.29124579124579125,-0.7999999999999998,-6.25
TinyStories validation,4,113,113,2,313082,0.5769230769230769,2.6666666666666665,1.6666666666666667,3.5555555555555554,28.125,9.0,1.0,0.09514716099965881,0.8095238095238095,3.125,2.125,4.0,25.0,8.0,1.0,0.08627926400004071,0.4583333333333335,0.45833333333333326,0.23260073260073266,0.44444444444444464,3.125
TinyStories validation,4,113,113,3,413082,0.8571428571428571,3.5714285714285716,2.5714285714285716,4.571428571428571,21.875,7.0,1.0,0.07637040500048897,0.42857142857142855,2.2,1.2,3.2,31.25,10.0,1.0,0.10523301100056415,-1.3714285714285714,-1.3714285714285717,-0.42857142857142855,-1.371428571428571,-9.375
TinyStories validation,4,114,114,0,114082,0.7391304347826086,3.125,2.125,4.0,25.0,8.0,1.0,0.08480689299994992,0.56,2.5555555555555554,1.5555555555555556,3.5555555555555554,28.125,9.0,1.0,0.09399199400013458,-0.5694444444444446,-0.5694444444444444,-0.1791304347826086,-0.44444444444444464,-3.125
TinyStories validation,4,114,114,1,214082,0.36666666666666664,2.0,1.0,2.909090909090909,34.375,11.0,1.0,0.11352163499941526,0.42857142857142855,2.2,1.2,3.2,31.25,10.0,1.0,0.10431186300047557,0.20000000000000018,0.19999999999999996,0.06190476190476191,0.290909090909091,3.125
TinyStories validation,4,114,114,2,314082,0.4482758620689655,2.3,1.3,3.2,31.25,10.0,1.0,0.10421120600040013,0.6666666666666666,3.0,2.0,4.0,25.0,8.0,1.0,0.08463959300024726,0.7000000000000002,0.7,0.2183908045977011,0.7999999999999998,6.25
TinyStories validation,4,114,114,3,414082,0.6666666666666666,3.0,2.0,4.0,25.0,8.0,1.0,0.08473165799932758,0.4642857142857143,2.3,1.3,3.2,31.25,10.0,1.0,0.10252342799958569,-0.7000000000000002,-0.7,-0.20238095238095233,-0.7999999999999998,-6.25
TinyStories validation,4,115,115,0,115082,0.5384615384615384,2.5555555555555554,1.5555555555555556,3.5555555555555554,28.125,9.0,1.0,0.11210840700005065,0.5185185185185185,2.5555555555555554,1.5555555555555556,3.5555555555555554,28.125,9.0,1.0,0.0957450420000896,0.0,0.0,-0.019943019943019946,0.0,0.0
TinyStories validation,4,115,115,1,215082,0.1891891891891892,1.5384615384615385,0.5384615384615384,2.4615384615384617,40.625,13.0,1.0,0.14477597500081174,0.5384615384615384,2.5555555555555554,1.5555555555555556,3.5555555555555554,28.125,9.0,1.0,0.09595890099990356,1.0170940170940168,1.017094017094017,0.34927234927234924,1.0940170940170937,12.5
TinyStories validation,4,115,115,2,315082,0.5555555555555556,2.6666666666666665,1.6666666666666667,3.5555555555555554,28.125,9.0,1.0,0.09609755499968742,0.6,2.6666666666666665,1.6666666666666667,3.5555555555555554,28.125,9.0,1.0,0.09350436499971693,0.0,0.0,0.0444444444444444,0.0,0.0
TinyStories validation,4,115,115,3,415082,0.8571428571428571,3.5714285714285716,2.5714285714285716,4.571428571428571,21.875,7.0,1.0,0.07528246699985175,0.4642857142857143,2.3,1.3,3.2,31.25,10.0,1.0,0.10417459099971893,-1.2714285714285718,-1.2714285714285716,-0.3928571428571428,-1.371428571428571,-9.375
TinyStories validation,4,116,116,0,116082,0.625,2.6666666666666665,1.6666666666666667,3.5555555555555554,28.125,9.0,1.0,0.09369020900066971,0.7391304347826086,3.125,2.125,4.0,25.0,8.0,1.0,0.08412963099999615,0.4583333333333335,0.45833333333333326,0.11413043478260865,0.44444444444444464,3.125
TinyStories validation,4,116,116,1,216082,0.5384615384615384,2.5555555555555554,1.5555555555555556,3.5555555555555554,28.125,9.0,1.0,0.09691335200022877,0.5555555555555556,2.6666666666666665,1.6666666666666667,3.5555555555555554,28.125,9.0,1.0,0.09544702899984259,0.11111111111111116,0.11111111111111116,0.017094017094017144,0.0,0.0
TinyStories validation,4,116,116,2,316082,0.4642857142857143,2.3,1.3,3.2,31.25,10.0,1.0,0.10508376000052522,0.7391304347826086,3.125,2.125,4.0,25.0,8.0,1.0,0.08506137800031865,0.8250000000000002,0.825,0.27484472049689435,0.7999999999999998,6.25
